id,word,meaning,author,made,why
wxdv-vhvq,dref,definite,you,2026-09-15,in base.csv when the variant system was built
vtcg-zCtk,drex,hyphen,you,2026-09-15,in base.csv when the variant system was built
vdrg-yzfl,dram,human,you,2026-09-15,in base.csv when the variant system was built
fvvl-fpCk,drad,put,you,2026-09-15,in base.csv when the variant system was built
nzjx-tdfz,drap,drop,you,2026-09-15,in base.csv when the variant system was built
ljyv-tbfk,drak,harm,you,2026-09-15,in base.csv when the variant system was built
ltqd-cjmm,drav,candela (measurement),you,2026-09-15,in base.csv when the variant system was built
byCx-ztgw,dral,dry,you,2026-09-15,in base.csv when the variant system was built
vzvm-xwrk,dron,drone (sound),you,2026-09-15,in base.csv when the variant system was built
mkzd-fzjg,droz,enter,you,2026-09-15,in base.csv when the variant system was built
njyx-vfnd,drov,multicellular life,you,2026-09-15,in base.csv when the variant system was built
Cnsg-bpql,drum,drum,you,2026-09-15,in base.csv when the variant system was built
tgvn-ltsz,drup,d sound,you,2026-09-15,in base.csv when the variant system was built
nzxp-bmvj,drut,electricity,you,2026-09-15,in base.csv when the variant system was built
fsCw-jmht,drus,radius,you,2026-09-15,in base.csv when the variant system was built
rtcj-gvnh,drul,drool,you,2026-09-15,in base.csv when the variant system was built
ldzy-wCcf,briq,bring,you,2026-09-15,in base.csv when the variant system was built
mfmp-pkvn,brig,insecta,you,2026-09-15,in base.csv when the variant system was built
kqcf-dydd,brip,beep,you,2026-09-15,in base.csv when the variant system was built
qyym-hrlf,brit,orbit,you,2026-09-15,in base.csv when the variant system was built
whkC-lwnC,briz,simple,you,2026-09-15,in base.csv when the variant system was built
rfdg-hzxv,brif,brief,you,2026-09-15,in base.csv when the variant system was built
sscf-frwd,bren,brain,you,2026-09-15,in base.csv when the variant system was built
kxrz-fkzw,bred,braid,you,2026-09-15,in base.csv when the variant system was built
krny-xtjm,brek,break (pieces),you,2026-09-15,in base.csv when the variant system was built
vvww-yqgh,brev,brave,you,2026-09-15,in base.csv when the variant system was built
kfdc-drrs,brat,big,you,2026-09-15,in base.csv when the variant system was built
rpct-kdrv,brak,bacteria,you,2026-09-15,in base.csv when the variant system was built
nzjm-tvkw,braz,box,you,2026-09-15,in base.csv when the variant system was built
lxzl-brmk,bral,ball,you,2026-09-15,in base.csv when the variant system was built
mlpw-wqjf,broq,membrane,you,2026-09-15,in base.csv when the variant system was built
pxpx-pqCt,brod,bone,you,2026-09-15,in base.csv when the variant system was built
gppk-gCtC,brob,decimal,you,2026-09-15,in base.csv when the variant system was built
qlyb-jcmc,brol,brow,you,2026-09-15,in base.csv when the variant system was built
wdpm-wpmy,bruk,beak,you,2026-09-15,in base.csv when the variant system was built
lqhb-htrb,bruz,buzz,you,2026-09-15,in base.csv when the variant system was built
vrxq-jgCb,blim,beam,you,2026-09-15,in base.csv when the variant system was built
vkjz-gnzh,blin,belly,you,2026-09-15,in base.csv when the variant system was built
vzlr-shrj,bliz,our,you,2026-09-15,in base.csv when the variant system was built
sbyr-bfxs,bleq,eject,you,2026-09-15,in base.csv when the variant system was built
jjbz-vpvb,blet,bait,you,2026-09-15,in base.csv when the variant system was built
CCbp-nCCv,blab,blob,you,2026-09-15,in base.csv when the variant system was built
bhds-mwhj,bloz,boson,you,2026-09-15,in base.csv when the variant system was built
qjkl-pxvp,blof,blow,you,2026-09-15,in base.csv when the variant system was built
lxrp-rxwg,bloC,blood,you,2026-09-15,in base.csv when the variant system was built
nzgb-zfgs,blor,blur,you,2026-09-15,in base.csv when the variant system was built
dyct-ghzl,blum,bloom,you,2026-09-15,in base.csv when the variant system was built
tmjk-tcrk,blut,butt,you,2026-09-15,in base.csv when the variant system was built
qmtb-ndtl,prim,prime (primative),you,2026-09-15,in base.csv when the variant system was built
pckr-bhbx,prik,opaque,you,2026-09-15,in base.csv when the variant system was built
dCbw-mtjC,pres,pressure,you,2026-09-15,in base.csv when the variant system was built
cvpc-wgts,prex,precious,you,2026-09-15,in base.csv when the variant system was built
dklx-xwbd,pram,primordial,you,2026-09-15,in base.csv when the variant system was built
bxtf-hkfq,prag,pig,you,2026-09-15,in base.csv when the variant system was built
hbbx-lcck,prab,probable,you,2026-09-15,in base.csv when the variant system was built
jlrt-zstx,prat,apart,you,2026-09-15,in base.csv when the variant system was built
kytC-Cwsd,pras,press (force),you,2026-09-15,in base.csv when the variant system was built
mkgp-gCkx,praz,prize,you,2026-09-15,in base.csv when the variant system was built
vyyp-qtgv,prax,ash,you,2026-09-15,in base.csv when the variant system was built
kckz-bdwd,prot,proton,you,2026-09-15,in base.csv when the variant system was built
snhb-qsxC,proz,for/purpose,you,2026-09-15,in base.csv when the variant system was built
vdkj-dcpb,pruk,pick,you,2026-09-15,in base.csv when the variant system was built
jdzd-yzCq,pruv,prove,you,2026-09-15,in base.csv when the variant system was built
pzvh-fmvz,plin,discipline,you,2026-09-15,in base.csv when the variant system was built
pnlg-hlly,pliz,please,you,2026-09-15,in base.csv when the variant system was built
CClx-gbqz,plen,plane (geometry),you,2026-09-15,in base.csv when the variant system was built
nkfl-mmcs,pleg,plague,you,2026-09-15,in base.csv when the variant system was built
Cxjr-nzvf,plep,plop,you,2026-09-15,in base.csv when the variant system was built
rwrv-hwsk,plet,plate,you,2026-09-15,in base.csv when the variant system was built
tbjd-khtb,plek,their,you,2026-09-15,in base.csv when the variant system was built
tnnm-tbcc,plan,plan,you,2026-09-15,in base.csv when the variant system was built
xsyp-fksq,plap,glottal stop,you,2026-09-15,in base.csv when the variant system was built
sbwy-gsyq,plak,pluck,you,2026-09-15,in base.csv when the variant system was built
fhyf-wpvp,plas,compassion,you,2026-09-15,in base.csv when the variant system was built
fqpn-pvjz,plax,accomplish,you,2026-09-15,in base.csv when the variant system was built
mplt-vbvC,plar,play,you,2026-09-15,in base.csv when the variant system was built
jjCC-pCqs,plon,pion,you,2026-09-15,in base.csv when the variant system was built
cxml-shgr,plod,implode,you,2026-09-15,in base.csv when the variant system was built
bjsz-bnwC,plud,pound (measure),you,2026-09-15,in base.csv when the variant system was built
kfsm-qnpj,plup,poop,you,2026-09-15,in base.csv when the variant system was built
mCld-pnlq,txin,teen,you,2026-09-15,in base.csv when the variant system was built
nltv-ysqz,txeq,q sound,you,2026-09-15,in base.csv when the variant system was built
pqrd-qnvg,txet,shit,you,2026-09-15,in base.csv when the variant system was built
yxkn-wcfl,txes,chase,you,2026-09-15,in base.csv when the variant system was built
jrvh-dwln,txap,chip,you,2026-09-15,in base.csv when the variant system was built
tyyr-jlvl,txak,check,you,2026-09-15,in base.csv when the variant system was built
hkzq-gttf,txaz,100,you,2026-09-15,in base.csv when the variant system was built
jsdj-CfCk,txal,shell,you,2026-09-15,in base.csv when the variant system was built
phsk-Cbjp,txot,loose,you,2026-09-15,in base.csv when the variant system was built
gfmw-yzpz,txor,saturate,you,2026-09-15,in base.csv when the variant system was built
rfyx-zClb,txum,tissue,you,2026-09-15,in base.csv when the variant system was built
rpct-blnp,txun,sneeze,you,2026-09-15,in base.csv when the variant system was built
hnhg-Cspt,txut,chew,you,2026-09-15,in base.csv when the variant system was built
gdpn-cCdf,txuz,choose,you,2026-09-15,in base.csv when the variant system was built
mnlr-tCtq,txul,actual,you,2026-09-15,in base.csv when the variant system was built
mxvr-rkjm,trin,neutrino,you,2026-09-15,in base.csv when the variant system was built
ngsl-wtqq,trid,vowel i sound,you,2026-09-15,in base.csv when the variant system was built
mmvb-nzck,trik,trick,you,2026-09-15,in base.csv when the variant system was built
nxlk-ypkw,tris,interest,you,2026-09-15,in base.csv when the variant system was built
lysr-hltz,trij,treasure,you,2026-09-15,in base.csv when the variant system was built
qyky-gfpz,tred,trade,you,2026-09-15,in base.csv when the variant system was built
jqyC-ntCx,tret,trait,you,2026-09-15,in base.csv when the variant system was built
vnyw-gltz,tres,trace,you,2026-09-15,in base.csv when the variant system was built
nzdf-Cclx,traq,triangle,you,2026-09-15,in base.csv when the variant system was built
mwrd-lhgy,trag,10^42,you,2026-09-15,in base.csv when the variant system was built
zjCh-lmds,trad,west,you,2026-09-15,in base.csv when the variant system was built
wgcf-fhmq,trab,tribe,you,2026-09-15,in base.csv when the variant system was built
hpyr-bkqb,trap,trap,you,2026-09-15,in base.csv when the variant system was built
dbcC-nnnx,trat,tight,you,2026-09-15,in base.csv when the variant system was built
qjnq-wzwz,trak,track (path),you,2026-09-15,in base.csv when the variant system was built
rxch-lhrl,tras,torus,you,2026-09-15,in base.csv when the variant system was built
rgly-sdhj,trom,spectrum,you,2026-09-15,in base.csv when the variant system was built
tmdt-gkyC,kriq,care,you,2026-09-15,in base.csv when the variant system was built
Cbfz-qryc,krid,liquid,you,2026-09-15,in base.csv when the variant system was built
schl-ddmz,krem,chemical,you,2026-09-15,in base.csv when the variant system was built
spwf-Crny,kred,credit,you,2026-09-15,in base.csv when the variant system was built
klpb-xyqj,krep,crypto,you,2026-09-15,in base.csv when the variant system was built
xkqw-kbys,kret,secret,you,2026-09-15,in base.csv when the variant system was built
vvwm-pwzn,krek,cake,you,2026-09-15,in base.csv when the variant system was built
rntc-bsvw,krev,crave,you,2026-09-15,in base.csv when the variant system was built
pwhv-jwwC,kraq,ring (sound),you,2026-09-15,in base.csv when the variant system was built
sxms-jCph,krag,node,you,2026-09-15,in base.csv when the variant system was built
cxjm-hClC,krak,crack,you,2026-09-15,in base.csv when the variant system was built
vpnj-tflb,kras,cross,you,2026-09-15,in base.csv when the variant system was built
tqgc-Cpdt,kraf,comfort,you,2026-09-15,in base.csv when the variant system was built
rfnl-bmbd,krax,crash,you,2026-09-15,in base.csv when the variant system was built
zwlk-mtCs,krom,ohm (measurement),you,2026-09-15,in base.csv when the variant system was built
wtsh-zqvv,krot,right (vs. wrong),you,2026-09-15,in base.csv when the variant system was built
pttp-Cvql,krok,croak,you,2026-09-15,in base.csv when the variant system was built
zjys-xsCl,krol,cull,you,2026-09-15,in base.csv when the variant system was built
vmfq-bCbz,klin,clean,you,2026-09-15,in base.csv when the variant system was built
rtpb-khrl,kliq,k sound,you,2026-09-15,in base.csv when the variant system was built
gcgq-htmc,klis,nucleus,you,2026-09-15,in base.csv when the variant system was built
wwrg-pjjx,kliv,cave,you,2026-09-15,in base.csv when the variant system was built
jngj-tlsd,klem,claim,you,2026-09-15,in base.csv when the variant system was built
dCrg-tvsp,klek,click,you,2026-09-15,in base.csv when the variant system was built
kptC-cktn,klan,claw,you,2026-09-15,in base.csv when the variant system was built
sqnl-llqx,klad,cloud,you,2026-09-15,in base.csv when the variant system was built
tfhl-gwrz,klap,danish a vowel sound,you,2026-09-15,in base.csv when the variant system was built
lsfg-fzCr,klat,cat,you,2026-09-15,in base.csv when the variant system was built
qlCg-zrsC,klak,clock,you,2026-09-15,in base.csv when the variant system was built
Cfnl-wgqC,klok,quick,you,2026-09-15,in base.csv when the variant system was built
ldzm-pwhx,kloz,close,you,2026-09-15,in base.csv when the variant system was built
pltn-zCwr,klor,color,you,2026-09-15,in base.csv when the variant system was built
hxzd-frjx,klum,cue,you,2026-09-15,in base.csv when the variant system was built
kkqd-Csvw,klun,community,you,2026-09-15,in base.csv when the variant system was built
lwnx-fnts,klub,kill,you,2026-09-15,in base.csv when the variant system was built
mtqC-jvql,klut,cute,you,2026-09-15,in base.csv when the variant system was built
snwn-tlwt,smin,meson,you,2026-09-15,in base.csv when the variant system was built
dkkv-yCvl,smek,smack,you,2026-09-15,in base.csv when the variant system was built
jhpl-tgby,smax,smash,you,2026-09-15,in base.csv when the variant system was built
hlkl-vynp,smal,small,you,2026-09-15,in base.csv when the variant system was built
ryrq-hdld,smok,smoke,you,2026-09-15,in base.csv when the variant system was built
kmfd-tCvw,smul,smile,you,2026-09-15,in base.csv when the variant system was built
rvlg-tbqp,snik,sneak,you,2026-09-15,in base.csv when the variant system was built
gvyh-mksh,snif,sniff,you,2026-09-15,in base.csv when the variant system was built
gddx-yvgv,snap,snap,you,2026-09-15,in base.csv when the variant system was built
njpc-ybCf,snar,snare (drum),you,2026-09-15,in base.csv when the variant system was built
hzgs-ztzz,snom,snow,you,2026-09-15,in base.csv when the variant system was built
fsyz-gfkl,snor,s sound,you,2026-09-15,in base.csv when the variant system was built
Cznp-Ckmb,spin,spin,you,2026-09-15,in base.csv when the variant system was built
zlhl-zkhm,spit,spit,you,2026-09-15,in base.csv when the variant system was built
whrb-pgyh,spek,respect,you,2026-09-15,in base.csv when the variant system was built
qccg-lhxp,span,spine,you,2026-09-15,in base.csv when the variant system was built
stvC-zvng,spak,spike,you,2026-09-15,in base.csv when the variant system was built
shCy-lxnq,spas,spice,you,2026-09-15,in base.csv when the variant system was built
dbCj-zhxw,spok,spoke (wheel),you,2026-09-15,in base.csv when the variant system was built
qglk-Cjtq,stim,steam,you,2026-09-15,in base.csv when the variant system was built
cxfq-ggwp,stik,stick (plant),you,2026-09-15,in base.csv when the variant system was built
pxpm-hyjy,sten,stain,you,2026-09-15,in base.csv when the variant system was built
fvbm-wvjm,stet,status,you,2026-09-15,in base.csv when the variant system was built
pvwt-mpyx,stek,mistake,you,2026-09-15,in base.csv when the variant system was built
mtns-vlrn,stev,stay,you,2026-09-15,in base.csv when the variant system was built
srww-qmxc,stef,safe,you,2026-09-15,in base.csv when the variant system was built
bgtz-lgnv,stab,stab,you,2026-09-15,in base.csv when the variant system was built
znms-gCdh,stat,stat,you,2026-09-15,in base.csv when the variant system was built
gcqn-pyvs,staf,stuff,you,2026-09-15,in base.csv when the variant system was built
nhCm-lhcs,star,star,you,2026-09-15,in base.csv when the variant system was built
fClp-qvsw,stal,stall,you,2026-09-15,in base.csv when the variant system was built
xbdp-lwrf,stom,install,you,2026-09-15,in base.csv when the variant system was built
vzrk-bjlr,ston,stone,you,2026-09-15,in base.csv when the variant system was built
ydlx-yvdn,stok,stomach,you,2026-09-15,in base.csv when the variant system was built
jvlt-qpbC,stoj,storage,you,2026-09-15,in base.csv when the variant system was built
lqjf-ycgr,stud,sad,you,2026-09-15,in base.csv when the variant system was built
jdvx-xxbt,stup,stupid,you,2026-09-15,in base.csv when the variant system was built
xhgt-Chyg,skim,minimum,you,2026-09-15,in base.csv when the variant system was built
bcpc-bqgg,skin,skin,you,2026-09-15,in base.csv when the variant system was built
psgk-hlyy,skit,sweet,you,2026-09-15,in base.csv when the variant system was built
sxql-wvlp,skep,scape (scenery),you,2026-09-15,in base.csv when the variant system was built
xgdh-ttgy,skap,skip,you,2026-09-15,in base.csv when the variant system was built
bgyt-mstr,skax,squash,you,2026-09-15,in base.csv when the variant system was built
xwfw-mqgj,skar,square,you,2026-09-15,in base.csv when the variant system was built
mkzl-zdCz,skal,scale,you,2026-09-15,in base.csv when the variant system was built
jghz-trpl,skoq,cease,you,2026-09-15,in base.csv when the variant system was built
crmd-nkvp,skor,score,you,2026-09-15,in base.csv when the variant system was built
vpcs-gmtl,skum,scheme,you,2026-09-15,in base.csv when the variant system was built
qvjx-dsdC,skun,skew,you,2026-09-15,in base.csv when the variant system was built
mncy-lpkt,skup,scoop,you,2026-09-15,in base.csv when the variant system was built
pffc-lkpb,skut,difficult,you,2026-09-15,in base.csv when the variant system was built
gyqz-rlvl,skuz,excuse,you,2026-09-15,in base.csv when the variant system was built
vsgs-njps,skur,scare,you,2026-09-15,in base.csv when the variant system was built
mhww-nztn,skul,school,you,2026-09-15,in base.csv when the variant system was built
cjCd-CvbC,slim,submit,you,2026-09-15,in base.csv when the variant system was built
tnct-wffs,slid,swing,you,2026-09-15,in base.csv when the variant system was built
snrh-Ctnp,slip,sleep,you,2026-09-15,in base.csv when the variant system was built
sqpm-cCdm,slix,wish,you,2026-09-15,in base.csv when the variant system was built
dfkq-npjq,sliC,therefore,you,2026-09-15,in base.csv when the variant system was built
jmjs-fhvh,slet,slight,you,2026-09-15,in base.csv when the variant system was built
rqhl-njcm,slag,slug (animal),you,2026-09-15,in base.csv when the variant system was built
rzwr-xxgn,slad,slide,you,2026-09-15,in base.csv when the variant system was built
zdwb-hghc,slap,slop,you,2026-09-15,in base.csv when the variant system was built
hsfd-Cttp,slat,10^9,you,2026-09-15,in base.csv when the variant system was built
hntk-qzkC,slas,faint (light),you,2026-09-15,in base.csv when the variant system was built
wmvh-lgns,slax,slash,you,2026-09-15,in base.csv when the variant system was built
zntb-CzbC,slom,slow,you,2026-09-15,in base.csv when the variant system was built
yyCy-fdvb,slog,slug,you,2026-09-15,in base.csv when the variant system was built
jkCk-ycmt,slop,slope,you,2026-09-15,in base.csv when the variant system was built
qfhm-khwj,slok,weak,you,2026-09-15,in base.csv when the variant system was built
qbng-kmhc,slun,soon,you,2026-09-15,in base.csv when the variant system was built
tjmn-ctnv,slup,swoop,you,2026-09-15,in base.csv when the variant system was built
ymxz-ptdm,slur,my,you,2026-09-15,in base.csv when the variant system was built
qctC-pjdf,vriC,wood,you,2026-09-15,in base.csv when the variant system was built
tchz-pCmj,vret,settle,you,2026-09-15,in base.csv when the variant system was built
Chwb-bsst,vram,insight,you,2026-09-15,in base.csv when the variant system was built
brks-ldnr,vraj,average,you,2026-09-15,in base.csv when the variant system was built
dsfp-yxnj,vrun,ocean,you,2026-09-15,in base.csv when the variant system was built
gzjv-mCzm,vrug,10^18,you,2026-09-15,in base.csv when the variant system was built
ctby-hzdb,frin,funny,you,2026-09-15,in base.csv when the variant system was built
wvCs-xxmp,frik,freak,you,2026-09-15,in base.csv when the variant system was built
mzzh-czlq,fris,hiss,you,2026-09-15,in base.csv when the variant system was built
fbfs-cybh,friz,freeze,you,2026-09-15,in base.csv when the variant system was built
pwtz-mvnk,frix,fish,you,2026-09-15,in base.csv when the variant system was built
ryhj-cvyj,fren,danish e vowel sound,you,2026-09-15,in base.csv when the variant system was built
mnbz-qfhx,fred,vowel large E sound,you,2026-09-15,in base.csv when the variant system was built
gggn-qkzg,fret,frame,you,2026-09-15,in base.csv when the variant system was built
nbvw-sxsc,frez,phrase,you,2026-09-15,in base.csv when the variant system was built
jrCp-vyyk,fras,sail,you,2026-09-15,in base.csv when the variant system was built
vmbC-ffht,frax,fresh,you,2026-09-15,in base.csv when the variant system was built
ytqw-fxnn,froC,fear,you,2026-09-15,in base.csv when the variant system was built
fqwj-nggk,flid,field (math),you,2026-09-15,in base.csv when the variant system was built
xhcC-Cqdl,flip,flip,you,2026-09-15,in base.csv when the variant system was built
mzyv-hdjn,flem,flame,you,2026-09-15,in base.csv when the variant system was built
rrCw-bqbn,flet,fight,you,2026-09-15,in base.csv when the variant system was built
vtsh-ykjg,flek,mirror,you,2026-09-15,in base.csv when the variant system was built
wydn-tkkk,fleC,appear,you,2026-09-15,in base.csv when the variant system was built
lfjj-npww,flap,hop,you,2026-09-15,in base.csv when the variant system was built
ghhh-nkgy,flat,flat,you,2026-09-15,in base.csv when the variant system was built
dwrw-hrdp,flax,flesh,you,2026-09-15,in base.csv when the variant system was built
dCgw-cqcv,flom,f sound,you,2026-09-15,in base.csv when the variant system was built
hCyx-hlvh,flob,lob,you,2026-09-15,in base.csv when the variant system was built
vCcg-btxn,flot,float,you,2026-09-15,in base.csv when the variant system was built
mCnh-dCtC,flok,glow,you,2026-09-15,in base.csv when the variant system was built
ykcz-mzwh,flor,flower,you,2026-09-15,in base.csv when the variant system was built
nrCn-hxvc,flum,fly (action),you,2026-09-15,in base.csv when the variant system was built
srdb-ckqm,flun,few,you,2026-09-15,in base.csv when the variant system was built
qkhh-xclf,flud,fluid,you,2026-09-15,in base.csv when the variant system was built
sCnh-kffz,fluz,complex,you,2026-09-15,in base.csv when the variant system was built
qtsb-zrcc,flux,flush,you,2026-09-15,in base.csv when the variant system was built
xmgg-CCpz,miqk,who,you,2026-09-15,in base.csv when the variant system was built
xrvc-xrmk,miks,mix,you,2026-09-15,in base.csv when the variant system was built
pmwk-mzrp,ment,mate,you,2026-09-15,in base.csv when the variant system was built
qzyz-hgtj,maqk,monkey,you,2026-09-15,in base.csv when the variant system was built
jbps-vCbj,magz,moss,you,2026-09-15,in base.csv when the variant system was built
vwqv-bryz,madj,image,you,2026-09-15,in base.csv when the variant system was built
zznt-hCgr,matx,symmetry,you,2026-09-15,in base.csv when the variant system was built
bbfz-Cqyn,maks,maximum,you,2026-09-15,in base.csv when the variant system was built
qjly-ljqr,mast,member,you,2026-09-15,in base.csv when the variant system was built
gjtb-nwzs,mask,mask,you,2026-09-15,in base.csv when the variant system was built
gtmk-xpnl,marg,old,you,2026-09-15,in base.csv when the variant system was built
szxw-kbcz,mars,mass,you,2026-09-15,in base.csv when the variant system was built
wyCd-CCyg,malt,metal,you,2026-09-15,in base.csv when the variant system was built
dCxg-Chjv,most,most (-est) (large-collection-partition-focus),you,2026-09-15,in base.csv when the variant system was built
nvpz-bttz,mord,manifold,you,2026-09-15,in base.csv when the variant system was built
tcvt-sxdb,morp,10^36,you,2026-09-15,in base.csv when the variant system was built
ydqs-wzpx,morv,maybe,you,2026-09-15,in base.csv when the variant system was built
nyxs-rkzd,morf,morph,you,2026-09-15,in base.csv when the variant system was built
zyrm-xnCb,mold,mold (shape),you,2026-09-15,in base.csv when the variant system was built
njpj-trfq,molt,vowel large O sound,you,2026-09-15,in base.csv when the variant system was built
xjll-Clkl,molz,mow (grass),you,2026-09-15,in base.csv when the variant system was built
nfbx-wxyy,mutx,much (large-lot-focus),you,2026-09-15,in base.csv when the variant system was built
hjpy-pCdl,namp,magnet,you,2026-09-15,in base.csv when the variant system was built
Cdtc-gCtk,nand,nand,you,2026-09-15,in base.csv when the variant system was built
dlmz-hqjr,nadj,knowledge,you,2026-09-15,in base.csv when the variant system was built
fClr-nvkg,natx,n sound,you,2026-09-15,in base.csv when the variant system was built
spbC-jyfc,narb,neighbor,you,2026-09-15,in base.csv when the variant system was built
tflC-fxtt,nart,neutron,you,2026-09-15,in base.csv when the variant system was built
xtpf-yydn,nark,any,you,2026-09-15,in base.csv when the variant system was built
mzcx-zlvm,narv,river,you,2026-09-15,in base.csv when the variant system was built
gsqc-xhfk,nalz,analyse,you,2026-09-15,in base.csv when the variant system was built
qbcq-ftcq,nord,order,you,2026-09-15,in base.csv when the variant system was built
vbpk-mvvj,nork,nor,you,2026-09-15,in base.csv when the variant system was built
kclm-zkzw,nors,having some aspects of (-ish),you,2026-09-15,in base.csv when the variant system was built
zjky-cvxh,nuqk,bear (animal),you,2026-09-15,in base.csv when the variant system was built
rnhq-ymmd,nust,embed,you,2026-09-15,in base.csv when the variant system was built
dmsl-lncr,nurv,nerve,you,2026-09-15,in base.csv when the variant system was built
klzm-pxxk,nurf,vowel large U sound,you,2026-09-15,in base.csv when the variant system was built
sqgd-Cnyv,gest,guest,you,2026-09-15,in base.csv when the variant system was built
zjqm-pzdd,gant,-gon (polygon),you,2026-09-15,in base.csv when the variant system was built
wgny-ptmz,gatx,german i vowel sound,you,2026-09-15,in base.csv when the variant system was built
llxs-gsqc,gard,g sound,you,2026-09-15,in base.csv when the variant system was built
qsqy-chnf,garz,again (re-),you,2026-09-15,in base.csv when the variant system was built
mhkx-xzvy,galt,guilt,you,2026-09-15,in base.csv when the variant system was built
xjty-ktdh,gost,ghost,you,2026-09-15,in base.csv when the variant system was built
kxnd-rndk,gump,new,you,2026-09-15,in base.csv when the variant system was built
sCcw-szjw,diqk,deny,you,2026-09-15,in base.csv when the variant system was built
nbqq-Cbdr,disk,discover,you,2026-09-15,in base.csv when the variant system was built
fcxz-jhgj,dedj,appendage,you,2026-09-15,in base.csv when the variant system was built
gnmj-Cwlb,dask,desk,you,2026-09-15,in base.csv when the variant system was built
zgdp-qnxw,darb,follow,you,2026-09-15,in base.csv when the variant system was built
xybn-hxgx,dart,east,you,2026-09-15,in base.csv when the variant system was built
Crzc-pCbw,dalt,dependent,you,2026-09-15,in base.csv when the variant system was built
gymq-zykp,domp,dump,you,2026-09-15,in base.csv when the variant system was built
xwzd-nhhg,dort,dirt,you,2026-09-15,in base.csv when the variant system was built
pllm-ztkx,dors,desert,you,2026-09-15,in base.csv when the variant system was built
psct-grzt,dolt,doubt,you,2026-09-15,in base.csv when the variant system was built
tvpv-tqwq,dolv,deliver,you,2026-09-15,in base.csv when the variant system was built
sndv-lmnq,dusk,across (trans-)/cross,you,2026-09-15,in base.csv when the variant system was built
cpqy-zfws,bist,beast,you,2026-09-15,in base.csv when the variant system was built
gCCx-zmjr,bend,bend,you,2026-09-15,in base.csv when the variant system was built
shhx-ysfr,besk,basic,you,2026-09-15,in base.csv when the variant system was built
lqbj-xzdy,bamp,bump,you,2026-09-15,in base.csv when the variant system was built
hzvx-Cfhb,band,band (group),you,2026-09-15,in base.csv when the variant system was built
rzyg-pxCt,batx,bat (animal),you,2026-09-15,in base.csv when the variant system was built
grwn-vbhp,baks,rectangle,you,2026-09-15,in base.csv when the variant system was built
jldr-ynqp,bast,prime,you,2026-09-15,in base.csv when the variant system was built
snct-zvmz,bask,otherwise,you,2026-09-15,in base.csv when the variant system was built
fqdC-xchw,bard,b sound,you,2026-09-15,in base.csv when the variant system was built
xyys-tyrx,barb,barb,you,2026-09-15,in base.csv when the variant system was built
yrkd-gzqc,barv,duck (bird),you,2026-09-15,in base.csv when the variant system was built
tjrb-fdtk,borp,burp,you,2026-09-15,in base.csv when the variant system was built
mChq-xCsj,borz,poison,you,2026-09-15,in base.csv when the variant system was built
dpdc-yqtv,bold,10^30,you,2026-09-15,in base.csv when the variant system was built
pzfn-scwz,bund,boundary,you,2026-09-15,in base.csv when the variant system was built
xtCg-cnwc,bust,burst,you,2026-09-15,in base.csv when the variant system was built
rynf-hxht,pitx,pitch (sound),you,2026-09-15,in base.csv when the variant system was built
vwCv-tyrj,pent,paint,you,2026-09-15,in base.csv when the variant system was built
vhvm-ywjp,pest,paste,you,2026-09-15,in base.csv when the variant system was built
sxwk-chrp,pand,upon,you,2026-09-15,in base.csv when the variant system was built
dnlf-wmts,paqk,punk,you,2026-09-15,in base.csv when the variant system was built
gysd-xkqf,padj,edge,you,2026-09-15,in base.csv when the variant system was built
sCzj-bmdd,patx,patch,you,2026-09-15,in base.csv when the variant system was built
hxkk-xpzf,pard,pod,you,2026-09-15,in base.csv when the variant system was built
jffb-yjfl,parp,perpendicular,you,2026-09-15,in base.csv when the variant system was built
yrds-xxlx,part,part,you,2026-09-15,in base.csv when the variant system was built
pvjk-xfkw,park,park (car),you,2026-09-15,in base.csv when the variant system was built
Crfz-lzlm,parz,p sound,you,2026-09-15,in base.csv when the variant system was built
xpmv-flmn,pogz,10^5,you,2026-09-15,in base.csv when the variant system was built
fhfv-rfst,podj,purge,you,2026-09-15,in base.csv when the variant system was built
ntjx-sllj,potx,pi,you,2026-09-15,in base.csv when the variant system was built
hzcd-jbdm,post,post (content),you,2026-09-15,in base.csv when the variant system was built
cpcc-ghbz,port,important,you,2026-09-15,in base.csv when the variant system was built
mwfl-dtqv,pork,per,you,2026-09-15,in base.csv when the variant system was built
twpn-ngjz,porf,puff,you,2026-09-15,in base.csv when the variant system was built
yzbr-pgdk,titx,teach,you,2026-09-15,in base.csv when the variant system was built
wrwd-gCdm,test,taste,you,2026-09-15,in base.csv when the variant system was built
tlyp-zysd,tamp,temperature,you,2026-09-15,in base.csv when the variant system was built
jdgy-mtql,taqk,toy,you,2026-09-15,in base.csv when the variant system was built
bkcr-dnyl,tatx,touch,you,2026-09-15,in base.csv when the variant system was built
bpgn-bydp,tarp,topology,you,2026-09-15,in base.csv when the variant system was built
Cqhb-fbbs,tarz,reptile,you,2026-09-15,in base.csv when the variant system was built
dbcf-qClm,tals,tall,you,2026-09-15,in base.csv when the variant system was built
fzvl-qjcb,totx,attach,you,2026-09-15,in base.csv when the variant system was built
rqCl-mhct,toks,easy,you,2026-09-15,in base.csv when the variant system was built
flcs-lnqf,torp,interpolate,you,2026-09-15,in base.csv when the variant system was built
xwcb-fwkt,told,t sound,you,2026-09-15,in base.csv when the variant system was built
