word,shape,onset,vowel,coda
nals,CVCC,n,a,ls
nalz,CVCC,n,a,lz
nalv,CVCC,n,a,lv
nalf,CVCC,n,a,lf
nalc,CVCC,n,a,lc
nomp,CVCC,n,o,mp
nond,CVCC,n,o,nd
nont,CVCC,n,o,nt
noqk,CVCC,n,o,qk
nogz,CVCC,n,o,gz
nodz,CVCC,n,o,dz
nodj,CVCC,n,o,dj
nobz,CVCC,n,o,bz
nops,CVCC,n,o,ps
nots,CVCC,n,o,ts
notx,CVCC,n,o,tx
noks,CVCC,n,o,ks
nosp,CVCC,n,o,sp
nost,CVCC,n,o,st
nosk,CVCC,n,o,sk
noft,CVCC,n,o,ft
norg,CVCC,n,o,rg
nord,CVCC,n,o,rd
norb,CVCC,n,o,rb
norp,CVCC,n,o,rp
nort,CVCC,n,o,rt
nork,CVCC,n,o,rk
nors,CVCC,n,o,rs
norz,CVCC,n,o,rz
norv,CVCC,n,o,rv
norf,CVCC,n,o,rf
nold,CVCC,n,o,ld
nolb,CVCC,n,o,lb
nolp,CVCC,n,o,lp
nolt,CVCC,n,o,lt
nolk,CVCC,n,o,lk
nols,CVCC,n,o,ls
nolz,CVCC,n,o,lz
nolv,CVCC,n,o,lv
nolf,CVCC,n,o,lf
nolc,CVCC,n,o,lc
nump,CVCC,n,u,mp
nund,CVCC,n,u,nd
nunt,CVCC,n,u,nt
nuqk,CVCC,n,u,qk
nugz,CVCC,n,u,gz
nudz,CVCC,n,u,dz
nudj,CVCC,n,u,dj
nubz,CVCC,n,u,bz
nups,CVCC,n,u,ps
nuts,CVCC,n,u,ts
nutx,CVCC,n,u,tx
nuks,CVCC,n,u,ks
nusp,CVCC,n,u,sp
nust,CVCC,n,u,st
nusk,CVCC,n,u,sk
nuft,CVCC,n,u,ft
nurg,CVCC,n,u,rg
nurd,CVCC,n,u,rd
nurb,CVCC,n,u,rb
nurp,CVCC,n,u,rp
nurt,CVCC,n,u,rt
nurk,CVCC,n,u,rk
nurs,CVCC,n,u,rs
nurz,CVCC,n,u,rz
nurv,CVCC,n,u,rv
nurf,CVCC,n,u,rf
nuld,CVCC,n,u,ld
nulb,CVCC,n,u,lb
nulp,CVCC,n,u,lp
nult,CVCC,n,u,lt
nulk,CVCC,n,u,lk
nuls,CVCC,n,u,ls
nulz,CVCC,n,u,lz
nulv,CVCC,n,u,lv
nulf,CVCC,n,u,lf
nulc,CVCC,n,u,lc
gind,CVCC,g,i,nd
gint,CVCC,g,i,nt
giqk,CVCC,g,i,qk
gigz,CVCC,g,i,gz
gidz,CVCC,g,i,dz
gidj,CVCC,g,i,dj
gibz,CVCC,g,i,bz
gips,CVCC,g,i,ps
gits,CVCC,g,i,ts
gitx,CVCC,g,i,tx
giks,CVCC,g,i,ks
gisp,CVCC,g,i,sp
gist,CVCC,g,i,st
gisk,CVCC,g,i,sk
gift,CVCC,g,i,ft
gemp,CVCC,g,e,mp
gend,CVCC,g,e,nd
gent,CVCC,g,e,nt
geqk,CVCC,g,e,qk
gegz,CVCC,g,e,gz
gedz,CVCC,g,e,dz
gedj,CVCC,g,e,dj
gebz,CVCC,g,e,bz
geps,CVCC,g,e,ps
gets,CVCC,g,e,ts
getx,CVCC,g,e,tx
geks,CVCC,g,e,ks
gesp,CVCC,g,e,sp
gest,CVCC,g,e,st
gesk,CVCC,g,e,sk
geft,CVCC,g,e,ft
gamp,CVCC,g,a,mp
gand,CVCC,g,a,nd
gant,CVCC,g,a,nt
gaqk,CVCC,g,a,qk
gagz,CVCC,g,a,gz
gadz,CVCC,g,a,dz
gadj,CVCC,g,a,dj
gabz,CVCC,g,a,bz
gaps,CVCC,g,a,ps
gats,CVCC,g,a,ts
gatx,CVCC,g,a,tx
gaks,CVCC,g,a,ks
gasp,CVCC,g,a,sp
gast,CVCC,g,a,st
gask,CVCC,g,a,sk
gaft,CVCC,g,a,ft
garg,CVCC,g,a,rg
gard,CVCC,g,a,rd
garb,CVCC,g,a,rb
garp,CVCC,g,a,rp
gart,CVCC,g,a,rt
gark,CVCC,g,a,rk
gars,CVCC,g,a,rs
garz,CVCC,g,a,rz
garv,CVCC,g,a,rv
garf,CVCC,g,a,rf
gald,CVCC,g,a,ld
galb,CVCC,g,a,lb
galp,CVCC,g,a,lp
galt,CVCC,g,a,lt
galk,CVCC,g,a,lk
gals,CVCC,g,a,ls
galz,CVCC,g,a,lz
galv,CVCC,g,a,lv
galf,CVCC,g,a,lf
galc,CVCC,g,a,lc
gomp,CVCC,g,o,mp
gond,CVCC,g,o,nd
gont,CVCC,g,o,nt
goqk,CVCC,g,o,qk
gogz,CVCC,g,o,gz
godz,CVCC,g,o,dz
godj,CVCC,g,o,dj
gobz,CVCC,g,o,bz
gops,CVCC,g,o,ps
gots,CVCC,g,o,ts
gotx,CVCC,g,o,tx
goks,CVCC,g,o,ks
gosp,CVCC,g,o,sp
gost,CVCC,g,o,st
gosk,CVCC,g,o,sk
goft,CVCC,g,o,ft
gorg,CVCC,g,o,rg
gord,CVCC,g,o,rd
gorb,CVCC,g,o,rb
gorp,CVCC,g,o,rp
gort,CVCC,g,o,rt
gork,CVCC,g,o,rk
gors,CVCC,g,o,rs
gorz,CVCC,g,o,rz
gorv,CVCC,g,o,rv
gorf,CVCC,g,o,rf
gold,CVCC,g,o,ld
golb,CVCC,g,o,lb
golp,CVCC,g,o,lp
golt,CVCC,g,o,lt
golk,CVCC,g,o,lk
gols,CVCC,g,o,ls
golz,CVCC,g,o,lz
golv,CVCC,g,o,lv
golf,CVCC,g,o,lf
golc,CVCC,g,o,lc
gump,CVCC,g,u,mp
gund,CVCC,g,u,nd
gunt,CVCC,g,u,nt
guqk,CVCC,g,u,qk
gugz,CVCC,g,u,gz
gudz,CVCC,g,u,dz
gudj,CVCC,g,u,dj
gubz,CVCC,g,u,bz
gups,CVCC,g,u,ps
guts,CVCC,g,u,ts
gutx,CVCC,g,u,tx
guks,CVCC,g,u,ks
gusp,CVCC,g,u,sp
gust,CVCC,g,u,st
gusk,CVCC,g,u,sk
guft,CVCC,g,u,ft
gurg,CVCC,g,u,rg
gurd,CVCC,g,u,rd
gurb,CVCC,g,u,rb
gurp,CVCC,g,u,rp
gurt,CVCC,g,u,rt
gurk,CVCC,g,u,rk
gurs,CVCC,g,u,rs
gurz,CVCC,g,u,rz
gurv,CVCC,g,u,rv
gurf,CVCC,g,u,rf
guld,CVCC,g,u,ld
gulb,CVCC,g,u,lb
gulp,CVCC,g,u,lp
gult,CVCC,g,u,lt
gulk,CVCC,g,u,lk
guls,CVCC,g,u,ls
gulz,CVCC,g,u,lz
gulv,CVCC,g,u,lv
gulf,CVCC,g,u,lf
gulc,CVCC,g,u,lc
dimp,CVCC,d,i,mp
dind,CVCC,d,i,nd
dint,CVCC,d,i,nt
diqk,CVCC,d,i,qk
digz,CVCC,d,i,gz
didz,CVCC,d,i,dz
didj,CVCC,d,i,dj
dibz,CVCC,d,i,bz
dips,CVCC,d,i,ps
dits,CVCC,d,i,ts
ditx,CVCC,d,i,tx
diks,CVCC,d,i,ks
disp,CVCC,d,i,sp
dist,CVCC,d,i,st
disk,CVCC,d,i,sk
dift,CVCC,d,i,ft
demp,CVCC,d,e,mp
dend,CVCC,d,e,nd
dent,CVCC,d,e,nt
deqk,CVCC,d,e,qk
degz,CVCC,d,e,gz
dedz,CVCC,d,e,dz
dedj,CVCC,d,e,dj
debz,CVCC,d,e,bz
deps,CVCC,d,e,ps
dets,CVCC,d,e,ts
detx,CVCC,d,e,tx
deks,CVCC,d,e,ks
desp,CVCC,d,e,sp
dest,CVCC,d,e,st
desk,CVCC,d,e,sk
deft,CVCC,d,e,ft
damp,CVCC,d,a,mp
dand,CVCC,d,a,nd
dant,CVCC,d,a,nt
daqk,CVCC,d,a,qk
dagz,CVCC,d,a,gz
dadz,CVCC,d,a,dz
dadj,CVCC,d,a,dj
dabz,CVCC,d,a,bz
daps,CVCC,d,a,ps
dats,CVCC,d,a,ts
datx,CVCC,d,a,tx
daks,CVCC,d,a,ks
dasp,CVCC,d,a,sp
dast,CVCC,d,a,st
dask,CVCC,d,a,sk
daft,CVCC,d,a,ft
darg,CVCC,d,a,rg
dard,CVCC,d,a,rd
darb,CVCC,d,a,rb
darp,CVCC,d,a,rp
dart,CVCC,d,a,rt
dark,CVCC,d,a,rk
dars,CVCC,d,a,rs
darz,CVCC,d,a,rz
darv,CVCC,d,a,rv
darf,CVCC,d,a,rf
dald,CVCC,d,a,ld
dalb,CVCC,d,a,lb
dalp,CVCC,d,a,lp
dalt,CVCC,d,a,lt
dalk,CVCC,d,a,lk
dals,CVCC,d,a,ls
dalz,CVCC,d,a,lz
dalv,CVCC,d,a,lv
dalf,CVCC,d,a,lf
dalc,CVCC,d,a,lc
domp,CVCC,d,o,mp
dond,CVCC,d,o,nd
dont,CVCC,d,o,nt
doqk,CVCC,d,o,qk
dogz,CVCC,d,o,gz
dodz,CVCC,d,o,dz
dodj,CVCC,d,o,dj
dobz,CVCC,d,o,bz
dops,CVCC,d,o,ps
dots,CVCC,d,o,ts
dotx,CVCC,d,o,tx
doks,CVCC,d,o,ks
dosp,CVCC,d,o,sp
dost,CVCC,d,o,st
dosk,CVCC,d,o,sk
doft,CVCC,d,o,ft
dorg,CVCC,d,o,rg
dord,CVCC,d,o,rd
dorb,CVCC,d,o,rb
dorp,CVCC,d,o,rp
dort,CVCC,d,o,rt
dork,CVCC,d,o,rk
dors,CVCC,d,o,rs
dorz,CVCC,d,o,rz
dorv,CVCC,d,o,rv
dorf,CVCC,d,o,rf
dold,CVCC,d,o,ld
dolb,CVCC,d,o,lb
dolp,CVCC,d,o,lp
dolt,CVCC,d,o,lt
dolk,CVCC,d,o,lk
dols,CVCC,d,o,ls
dolz,CVCC,d,o,lz
dolv,CVCC,d,o,lv
dolf,CVCC,d,o,lf
dolc,CVCC,d,o,lc
dump,CVCC,d,u,mp
dund,CVCC,d,u,nd
dunt,CVCC,d,u,nt
duqk,CVCC,d,u,qk
dugz,CVCC,d,u,gz
dudz,CVCC,d,u,dz
dudj,CVCC,d,u,dj
dubz,CVCC,d,u,bz
dups,CVCC,d,u,ps
duts,CVCC,d,u,ts
dutx,CVCC,d,u,tx
duks,CVCC,d,u,ks
dusp,CVCC,d,u,sp
dust,CVCC,d,u,st
dusk,CVCC,d,u,sk
duft,CVCC,d,u,ft
durg,CVCC,d,u,rg
durd,CVCC,d,u,rd
durb,CVCC,d,u,rb
durp,CVCC,d,u,rp
durt,CVCC,d,u,rt
durk,CVCC,d,u,rk
durs,CVCC,d,u,rs
durz,CVCC,d,u,rz
durv,CVCC,d,u,rv
durf,CVCC,d,u,rf
duld,CVCC,d,u,ld
dulb,CVCC,d,u,lb
dulp,CVCC,d,u,lp
dult,CVCC,d,u,lt
dulk,CVCC,d,u,lk
duls,CVCC,d,u,ls
dulz,CVCC,d,u,lz
dulv,CVCC,d,u,lv
dulf,CVCC,d,u,lf
dulc,CVCC,d,u,lc
bimp,CVCC,b,i,mp
bind,CVCC,b,i,nd
bint,CVCC,b,i,nt
biqk,CVCC,b,i,qk
bigz,CVCC,b,i,gz
bidz,CVCC,b,i,dz
bidj,CVCC,b,i,dj
bibz,CVCC,b,i,bz
bips,CVCC,b,i,ps
bits,CVCC,b,i,ts
bitx,CVCC,b,i,tx
biks,CVCC,b,i,ks
bisp,CVCC,b,i,sp
bist,CVCC,b,i,st
bisk,CVCC,b,i,sk
bift,CVCC,b,i,ft
bemp,CVCC,b,e,mp
bend,CVCC,b,e,nd
bent,CVCC,b,e,nt
beqk,CVCC,b,e,qk
begz,CVCC,b,e,gz
bedz,CVCC,b,e,dz
bedj,CVCC,b,e,dj
bebz,CVCC,b,e,bz
beps,CVCC,b,e,ps
bets,CVCC,b,e,ts
betx,CVCC,b,e,tx
beks,CVCC,b,e,ks
besp,CVCC,b,e,sp
best,CVCC,b,e,st
besk,CVCC,b,e,sk
beft,CVCC,b,e,ft
bamp,CVCC,b,a,mp
band,CVCC,b,a,nd
bant,CVCC,b,a,nt
baqk,CVCC,b,a,qk
bagz,CVCC,b,a,gz
badz,CVCC,b,a,dz
badj,CVCC,b,a,dj
babz,CVCC,b,a,bz
baps,CVCC,b,a,ps
bats,CVCC,b,a,ts
batx,CVCC,b,a,tx
baks,CVCC,b,a,ks
basp,CVCC,b,a,sp
bast,CVCC,b,a,st
bask,CVCC,b,a,sk
baft,CVCC,b,a,ft
barg,CVCC,b,a,rg
bard,CVCC,b,a,rd
barb,CVCC,b,a,rb
barp,CVCC,b,a,rp
bart,CVCC,b,a,rt
bark,CVCC,b,a,rk
bars,CVCC,b,a,rs
barz,CVCC,b,a,rz
barv,CVCC,b,a,rv
barf,CVCC,b,a,rf
bald,CVCC,b,a,ld
balb,CVCC,b,a,lb
balp,CVCC,b,a,lp
balt,CVCC,b,a,lt
balk,CVCC,b,a,lk
bals,CVCC,b,a,ls
balz,CVCC,b,a,lz
balv,CVCC,b,a,lv
balf,CVCC,b,a,lf
balc,CVCC,b,a,lc
bomp,CVCC,b,o,mp
bond,CVCC,b,o,nd
bont,CVCC,b,o,nt
boqk,CVCC,b,o,qk
bogz,CVCC,b,o,gz
bodz,CVCC,b,o,dz
bodj,CVCC,b,o,dj
bobz,CVCC,b,o,bz
bops,CVCC,b,o,ps
bots,CVCC,b,o,ts
botx,CVCC,b,o,tx
boks,CVCC,b,o,ks
bosp,CVCC,b,o,sp
bost,CVCC,b,o,st
bosk,CVCC,b,o,sk
boft,CVCC,b,o,ft
borg,CVCC,b,o,rg
bord,CVCC,b,o,rd
borb,CVCC,b,o,rb
borp,CVCC,b,o,rp
bort,CVCC,b,o,rt
bork,CVCC,b,o,rk
bors,CVCC,b,o,rs
borz,CVCC,b,o,rz
borv,CVCC,b,o,rv
borf,CVCC,b,o,rf
bold,CVCC,b,o,ld
bolb,CVCC,b,o,lb
bolp,CVCC,b,o,lp
bolt,CVCC,b,o,lt
bolk,CVCC,b,o,lk
bols,CVCC,b,o,ls
bolz,CVCC,b,o,lz
bolv,CVCC,b,o,lv
bolf,CVCC,b,o,lf
bolc,CVCC,b,o,lc
bump,CVCC,b,u,mp
bund,CVCC,b,u,nd
bunt,CVCC,b,u,nt
buqk,CVCC,b,u,qk
bugz,CVCC,b,u,gz
budz,CVCC,b,u,dz
budj,CVCC,b,u,dj
bubz,CVCC,b,u,bz
bups,CVCC,b,u,ps
buts,CVCC,b,u,ts
butx,CVCC,b,u,tx
buks,CVCC,b,u,ks
busp,CVCC,b,u,sp
bust,CVCC,b,u,st
busk,CVCC,b,u,sk
buft,CVCC,b,u,ft
burg,CVCC,b,u,rg
burd,CVCC,b,u,rd
burb,CVCC,b,u,rb
burp,CVCC,b,u,rp
burt,CVCC,b,u,rt
burk,CVCC,b,u,rk
burs,CVCC,b,u,rs
burz,CVCC,b,u,rz
burv,CVCC,b,u,rv
burf,CVCC,b,u,rf
buld,CVCC,b,u,ld
bulb,CVCC,b,u,lb
bulp,CVCC,b,u,lp
bult,CVCC,b,u,lt
bulk,CVCC,b,u,lk
buls,CVCC,b,u,ls
bulz,CVCC,b,u,lz
bulv,CVCC,b,u,lv
bulf,CVCC,b,u,lf
bulc,CVCC,b,u,lc
pimp,CVCC,p,i,mp
pind,CVCC,p,i,nd
pint,CVCC,p,i,nt
piqk,CVCC,p,i,qk
pigz,CVCC,p,i,gz
pidz,CVCC,p,i,dz
pidj,CVCC,p,i,dj
pibz,CVCC,p,i,bz
pips,CVCC,p,i,ps
pits,CVCC,p,i,ts
pitx,CVCC,p,i,tx
piks,CVCC,p,i,ks
pisp,CVCC,p,i,sp
pist,CVCC,p,i,st
pisk,CVCC,p,i,sk
pift,CVCC,p,i,ft
pemp,CVCC,p,e,mp
pend,CVCC,p,e,nd
pent,CVCC,p,e,nt
peqk,CVCC,p,e,qk
pegz,CVCC,p,e,gz
pedz,CVCC,p,e,dz
pedj,CVCC,p,e,dj
pebz,CVCC,p,e,bz
peps,CVCC,p,e,ps
pets,CVCC,p,e,ts
petx,CVCC,p,e,tx
peks,CVCC,p,e,ks
pesp,CVCC,p,e,sp
pest,CVCC,p,e,st
pesk,CVCC,p,e,sk
peft,CVCC,p,e,ft
pamp,CVCC,p,a,mp
pand,CVCC,p,a,nd
pant,CVCC,p,a,nt
paqk,CVCC,p,a,qk
pagz,CVCC,p,a,gz
padz,CVCC,p,a,dz
padj,CVCC,p,a,dj
pabz,CVCC,p,a,bz
paps,CVCC,p,a,ps
pats,CVCC,p,a,ts
patx,CVCC,p,a,tx
paks,CVCC,p,a,ks
pasp,CVCC,p,a,sp
past,CVCC,p,a,st
pask,CVCC,p,a,sk
paft,CVCC,p,a,ft
parg,CVCC,p,a,rg
pard,CVCC,p,a,rd
parb,CVCC,p,a,rb
parp,CVCC,p,a,rp
part,CVCC,p,a,rt
park,CVCC,p,a,rk
pars,CVCC,p,a,rs
parz,CVCC,p,a,rz
parv,CVCC,p,a,rv
parf,CVCC,p,a,rf
pald,CVCC,p,a,ld
palb,CVCC,p,a,lb
palp,CVCC,p,a,lp
palt,CVCC,p,a,lt
palk,CVCC,p,a,lk
pals,CVCC,p,a,ls
palz,CVCC,p,a,lz
palv,CVCC,p,a,lv
palf,CVCC,p,a,lf
palc,CVCC,p,a,lc
pomp,CVCC,p,o,mp
pond,CVCC,p,o,nd
pont,CVCC,p,o,nt
poqk,CVCC,p,o,qk
pogz,CVCC,p,o,gz
podz,CVCC,p,o,dz
podj,CVCC,p,o,dj
pobz,CVCC,p,o,bz
pops,CVCC,p,o,ps
pots,CVCC,p,o,ts
potx,CVCC,p,o,tx
poks,CVCC,p,o,ks
posp,CVCC,p,o,sp
post,CVCC,p,o,st
posk,CVCC,p,o,sk
poft,CVCC,p,o,ft
porg,CVCC,p,o,rg
pord,CVCC,p,o,rd
porb,CVCC,p,o,rb
porp,CVCC,p,o,rp
port,CVCC,p,o,rt
pork,CVCC,p,o,rk
pors,CVCC,p,o,rs
porz,CVCC,p,o,rz
porv,CVCC,p,o,rv
porf,CVCC,p,o,rf
pold,CVCC,p,o,ld
polb,CVCC,p,o,lb
polp,CVCC,p,o,lp
polt,CVCC,p,o,lt
polk,CVCC,p,o,lk
pols,CVCC,p,o,ls
polz,CVCC,p,o,lz
polv,CVCC,p,o,lv
polf,CVCC,p,o,lf
polc,CVCC,p,o,lc
pump,CVCC,p,u,mp
pund,CVCC,p,u,nd
punt,CVCC,p,u,nt
puqk,CVCC,p,u,qk
pugz,CVCC,p,u,gz
pudz,CVCC,p,u,dz
pudj,CVCC,p,u,dj
pubz,CVCC,p,u,bz
pups,CVCC,p,u,ps
puts,CVCC,p,u,ts
putx,CVCC,p,u,tx
puks,CVCC,p,u,ks
pusp,CVCC,p,u,sp
pust,CVCC,p,u,st
pusk,CVCC,p,u,sk
puft,CVCC,p,u,ft
purg,CVCC,p,u,rg
purd,CVCC,p,u,rd
purb,CVCC,p,u,rb
purp,CVCC,p,u,rp
purt,CVCC,p,u,rt
purk,CVCC,p,u,rk
purs,CVCC,p,u,rs
purz,CVCC,p,u,rz
purv,CVCC,p,u,rv
purf,CVCC,p,u,rf
puld,CVCC,p,u,ld
pulb,CVCC,p,u,lb
pulp,CVCC,p,u,lp
pult,CVCC,p,u,lt
pulk,CVCC,p,u,lk
puls,CVCC,p,u,ls
pulz,CVCC,p,u,lz
pulv,CVCC,p,u,lv
pulf,CVCC,p,u,lf
pulc,CVCC,p,u,lc
timp,CVCC,t,i,mp
tind,CVCC,t,i,nd
tint,CVCC,t,i,nt
tiqk,CVCC,t,i,qk
tigz,CVCC,t,i,gz
tidz,CVCC,t,i,dz
tidj,CVCC,t,i,dj
tibz,CVCC,t,i,bz
tips,CVCC,t,i,ps
tits,CVCC,t,i,ts
titx,CVCC,t,i,tx
tiks,CVCC,t,i,ks
tisp,CVCC,t,i,sp
tist,CVCC,t,i,st
tisk,CVCC,t,i,sk
tift,CVCC,t,i,ft
temp,CVCC,t,e,mp
tend,CVCC,t,e,nd
tent,CVCC,t,e,nt
teqk,CVCC,t,e,qk
tegz,CVCC,t,e,gz
tedz,CVCC,t,e,dz
tedj,CVCC,t,e,dj
tebz,CVCC,t,e,bz
teps,CVCC,t,e,ps
tets,CVCC,t,e,ts
tetx,CVCC,t,e,tx
teks,CVCC,t,e,ks
tesp,CVCC,t,e,sp
test,CVCC,t,e,st
tesk,CVCC,t,e,sk
teft,CVCC,t,e,ft
tamp,CVCC,t,a,mp
tand,CVCC,t,a,nd
tant,CVCC,t,a,nt
taqk,CVCC,t,a,qk
tagz,CVCC,t,a,gz
tadz,CVCC,t,a,dz
tadj,CVCC,t,a,dj
tabz,CVCC,t,a,bz
taps,CVCC,t,a,ps
tats,CVCC,t,a,ts
tatx,CVCC,t,a,tx
taks,CVCC,t,a,ks
tasp,CVCC,t,a,sp
tast,CVCC,t,a,st
task,CVCC,t,a,sk
taft,CVCC,t,a,ft
targ,CVCC,t,a,rg
tarb,CVCC,t,a,rb
tarp,CVCC,t,a,rp
tart,CVCC,t,a,rt
tark,CVCC,t,a,rk
tars,CVCC,t,a,rs
tarz,CVCC,t,a,rz
tarv,CVCC,t,a,rv
tarf,CVCC,t,a,rf
tald,CVCC,t,a,ld
talb,CVCC,t,a,lb
talp,CVCC,t,a,lp
talt,CVCC,t,a,lt
talk,CVCC,t,a,lk
tals,CVCC,t,a,ls
talz,CVCC,t,a,lz
talv,CVCC,t,a,lv
talf,CVCC,t,a,lf
talc,CVCC,t,a,lc
tomp,CVCC,t,o,mp
tond,CVCC,t,o,nd
tont,CVCC,t,o,nt
toqk,CVCC,t,o,qk
togz,CVCC,t,o,gz
todz,CVCC,t,o,dz
todj,CVCC,t,o,dj
tobz,CVCC,t,o,bz
tops,CVCC,t,o,ps
tots,CVCC,t,o,ts
totx,CVCC,t,o,tx
toks,CVCC,t,o,ks
tosp,CVCC,t,o,sp
tost,CVCC,t,o,st
tosk,CVCC,t,o,sk
toft,CVCC,t,o,ft
torg,CVCC,t,o,rg
tord,CVCC,t,o,rd
torb,CVCC,t,o,rb
torp,CVCC,t,o,rp
tort,CVCC,t,o,rt
tork,CVCC,t,o,rk
tors,CVCC,t,o,rs
torz,CVCC,t,o,rz
torv,CVCC,t,o,rv
torf,CVCC,t,o,rf
told,CVCC,t,o,ld
tolb,CVCC,t,o,lb
tolp,CVCC,t,o,lp
tolt,CVCC,t,o,lt
tolk,CVCC,t,o,lk
tols,CVCC,t,o,ls
tolz,CVCC,t,o,lz
tolv,CVCC,t,o,lv
tolf,CVCC,t,o,lf
tolc,CVCC,t,o,lc
tump,CVCC,t,u,mp
tund,CVCC,t,u,nd
tunt,CVCC,t,u,nt
tuqk,CVCC,t,u,qk
tugz,CVCC,t,u,gz
tudz,CVCC,t,u,dz
tudj,CVCC,t,u,dj
tubz,CVCC,t,u,bz
tups,CVCC,t,u,ps
tuts,CVCC,t,u,ts
tutx,CVCC,t,u,tx
tuks,CVCC,t,u,ks
tusp,CVCC,t,u,sp
tust,CVCC,t,u,st
tusk,CVCC,t,u,sk
tuft,CVCC,t,u,ft
turg,CVCC,t,u,rg
turd,CVCC,t,u,rd
turb,CVCC,t,u,rb
turp,CVCC,t,u,rp
turt,CVCC,t,u,rt
turk,CVCC,t,u,rk
turs,CVCC,t,u,rs
turz,CVCC,t,u,rz
turv,CVCC,t,u,rv
turf,CVCC,t,u,rf
tuld,CVCC,t,u,ld
tulb,CVCC,t,u,lb
tulp,CVCC,t,u,lp
tult,CVCC,t,u,lt
tulk,CVCC,t,u,lk
tuls,CVCC,t,u,ls
tulz,CVCC,t,u,lz
tulv,CVCC,t,u,lv
tulf,CVCC,t,u,lf
tulc,CVCC,t,u,lc
kimp,CVCC,k,i,mp
kind,CVCC,k,i,nd
kint,CVCC,k,i,nt
kiqk,CVCC,k,i,qk
kigz,CVCC,k,i,gz
kidz,CVCC,k,i,dz
kidj,CVCC,k,i,dj
kibz,CVCC,k,i,bz
kips,CVCC,k,i,ps
kits,CVCC,k,i,ts
kitx,CVCC,k,i,tx
kiks,CVCC,k,i,ks
kisp,CVCC,k,i,sp
kist,CVCC,k,i,st
kisk,CVCC,k,i,sk
kift,CVCC,k,i,ft
kemp,CVCC,k,e,mp
kend,CVCC,k,e,nd
kent,CVCC,k,e,nt
keqk,CVCC,k,e,qk
kegz,CVCC,k,e,gz
kedz,CVCC,k,e,dz
kedj,CVCC,k,e,dj
kebz,CVCC,k,e,bz
keps,CVCC,k,e,ps
kets,CVCC,k,e,ts
ketx,CVCC,k,e,tx
keks,CVCC,k,e,ks
kesp,CVCC,k,e,sp
kest,CVCC,k,e,st
kesk,CVCC,k,e,sk
keft,CVCC,k,e,ft
kamp,CVCC,k,a,mp
kand,CVCC,k,a,nd
kant,CVCC,k,a,nt
kaqk,CVCC,k,a,qk
kagz,CVCC,k,a,gz
kadz,CVCC,k,a,dz
kadj,CVCC,k,a,dj
kabz,CVCC,k,a,bz
kaps,CVCC,k,a,ps
kats,CVCC,k,a,ts
katx,CVCC,k,a,tx
kaks,CVCC,k,a,ks
kasp,CVCC,k,a,sp
kast,CVCC,k,a,st
kask,CVCC,k,a,sk
kaft,CVCC,k,a,ft
karg,CVCC,k,a,rg
kard,CVCC,k,a,rd
karb,CVCC,k,a,rb
karp,CVCC,k,a,rp
kart,CVCC,k,a,rt
kark,CVCC,k,a,rk
kars,CVCC,k,a,rs
karz,CVCC,k,a,rz
karv,CVCC,k,a,rv
karf,CVCC,k,a,rf
kald,CVCC,k,a,ld
kalb,CVCC,k,a,lb
kalp,CVCC,k,a,lp
kalt,CVCC,k,a,lt
kalk,CVCC,k,a,lk
kals,CVCC,k,a,ls
kalz,CVCC,k,a,lz
kalv,CVCC,k,a,lv
kalf,CVCC,k,a,lf
kalc,CVCC,k,a,lc
komp,CVCC,k,o,mp
kond,CVCC,k,o,nd
kont,CVCC,k,o,nt
koqk,CVCC,k,o,qk
kogz,CVCC,k,o,gz
kodz,CVCC,k,o,dz
kodj,CVCC,k,o,dj
kobz,CVCC,k,o,bz
kops,CVCC,k,o,ps
kots,CVCC,k,o,ts
kotx,CVCC,k,o,tx
koks,CVCC,k,o,ks
kosp,CVCC,k,o,sp
kost,CVCC,k,o,st
kosk,CVCC,k,o,sk
koft,CVCC,k,o,ft
korg,CVCC,k,o,rg
kord,CVCC,k,o,rd
korb,CVCC,k,o,rb
korp,CVCC,k,o,rp
kort,CVCC,k,o,rt
kork,CVCC,k,o,rk
kors,CVCC,k,o,rs
korz,CVCC,k,o,rz
korv,CVCC,k,o,rv
korf,CVCC,k,o,rf
kold,CVCC,k,o,ld
kolb,CVCC,k,o,lb
kolp,CVCC,k,o,lp
kolt,CVCC,k,o,lt
kolk,CVCC,k,o,lk
kols,CVCC,k,o,ls
kolz,CVCC,k,o,lz
kolv,CVCC,k,o,lv
kolf,CVCC,k,o,lf
kolc,CVCC,k,o,lc
kump,CVCC,k,u,mp
kund,CVCC,k,u,nd
kunt,CVCC,k,u,nt
kuqk,CVCC,k,u,qk
kugz,CVCC,k,u,gz
kudz,CVCC,k,u,dz
kudj,CVCC,k,u,dj
kubz,CVCC,k,u,bz
kups,CVCC,k,u,ps
kuts,CVCC,k,u,ts
kutx,CVCC,k,u,tx
kuks,CVCC,k,u,ks
kusp,CVCC,k,u,sp
kust,CVCC,k,u,st
kusk,CVCC,k,u,sk
kuft,CVCC,k,u,ft
kurg,CVCC,k,u,rg
kurd,CVCC,k,u,rd
kurb,CVCC,k,u,rb
kurp,CVCC,k,u,rp
kurt,CVCC,k,u,rt
kurk,CVCC,k,u,rk
kurs,CVCC,k,u,rs
kurz,CVCC,k,u,rz
kurv,CVCC,k,u,rv
kurf,CVCC,k,u,rf
kuld,CVCC,k,u,ld
kulb,CVCC,k,u,lb
