tune,english
buxaxa,vault (locked box)
zabeva,vector
hihala,veer
mufifa,veer (move around obstacle)
bomara,vehicle
perapa,veil
dosura,veil (action)
vevina,velocity
niwasa,vengeance
mumula,vent
vobuza,ventilate
zegona,venture
duhina,venturesomeness
livuxa,verbalize
goroza,verge
vugala,verify
kibaza,vertical
kiyesa,very
rebufa,via
fezuga,viable
behana,vibrate
lorosa,vibrational
wanaka,vicious
saruma,victim
fixuxa,victorious
bodafa,video
xuloka,view
gukisa,view (noun)
wamiga,violence
kuriga,violent
huruda,violently
savuka,virgin (new to something)
wekifa,virginity
sobula,virtual
xofega,virtue
lixuva,virus
dubasa,viscosity
nipata,visible
busoma,vision
mameda,visit
soyora,visit (noun)
famesa,visitor
disala,visual
mivoza,vital
hehada,vitriol
dezoxa,vivid
sedara,vividly
bafora,vocal
homisa,vocalize
sefosa,vocally
lalama,voice
yagola,void
hadofa,voltage
bereda,volume
saguka,volunteer
rasufa,vomit
feveva,voracious
xoziba,vote
doluma,vote (noun)
sulusa,vouch
fuxuxa,vow
kowaba,vow (noun)
himiba,vowel
bosala,voyage
burusa,vulnerable
bisuda,vulva
pahota,waddle
gevasa,wade
pupoda,waft
xeguda,wag
buxiga,wage (war)
vedeka,wager
sodara,wail
fodaba,wake
gebuza,wakeful
vasoga,walk
zoduza,wall
yuvoma,wallow
potiba,wander
zafuka,wane (go down)
zaxida,want
bedaba,want (object)
nebeda,war
risiba,ward (skwward)
huvaxa,warm
bebada,warmly
migixa,warmth
xunaka,warn
somufa,warp
nozaka,warrant
yuvina,wash
nofiba,waste
ziyuka,waste (noun)
dabura,wasteful
