cluster,difficulty,simplified,simplified_difficulty,changed,source,candidate_count
dsl,5,dl,0,true,c+start,3
dsm,4,dm,0,true,c+start,3
dsn,9,dn,0,true,c+start,3
dsp,6,db,2,true,c+start,3
dspl,7,dl,0,true,c+start,10
dspr,7,dr,0,true,c+start,10
dst,9,st,0,true,c+start,3
dstr,7,dr,0,true,c+start,9
dsw,99,dz,0,true,c+start,1
dtr,6,dr,0,true,c+start,3
dtw,99,dd,99,true,c+start,1
dtx,8,dj,0,true,c+start,3
dvr,6,dr,0,true,c+start,3
fbl,4,fl,0,true,c+start,3
fbr,4,fr,0,true,c+start,3
fdr,4,fr,0,true,c+start,3
fgl,5,fl,0,true,c+start,3
fgr,5,fr,0,true,c+start,3
fkl,3,fl,0,true,c+start,3
fkr,3,fr,0,true,c+start,3
fkw,99,fk,1,true,c+start,1
fl,0,fl,0,false,c+start,0
fpl,2,fpl,2,false,c+start,3
fpr,2,fpr,2,false,c+start,3
fr,0,fr,0,false,c+start,0
fsk,6,sk,0,true,c+start,3
fskl,7,fl,0,true,c+start,10
fskr,7,fr,0,true,c+start,10
fskw,99,sk,0,true,c+start,4
fsl,5,fl,0,true,c+start,3
fsm,5,fm,2,true,c+start,3
fsn,6,fn,0,true,c+start,3
fsp,7,fp,0,true,c+start,3
fspl,8,fl,0,true,c+start,10
fspr,8,fr,0,true,c+start,10
fst,6,ft,0,true,c+start,3
fstr,7,fr,0,true,c+start,10
fsw,99,fs,2,true,c+start,1
ftr,2,ftr,2,false,c+start,3
ftw,99,ft,0,true,c+start,1
ftx,4,tx,0,true,c+start,3
fvr,6,vr,0,true,c+start,3
gbl,6,gl,0,true,c+start,3
gbr,6,gr,0,true,c+start,3
gdr,6,gr,0,true,c+start,3
gfl,7,gv,3,true,c+start,3
gfr,7,gr,0,true,c+start,3
gkl,6,gl,0,true,c+start,3
gkr,6,gr,0,true,c+start,3
gkw,99,gg,99,true,c+start,1
gl,0,gl,0,false,c+start,0
gpl,6,gl,0,true,c+start,3
gpr,6,gr,0,true,c+start,3
gr,0,gr,0,false,c+start,0
gsk,6,sk,0,true,c+start,3
gskl,7,gl,0,true,c+start,9
gskr,7,gr,0,true,c+start,9
gskw,99,sk,0,true,c+start,4
gsl,5,gl,0,true,c+start,3
gsm,4,gm,0,true,c+start,3
gsn,6,gn,1,true,c+start,3
gsp,6,gb,2,true,c+start,3
gspl,7,gl,0,true,c+start,10
gspr,7,gr,0,true,c+start,10
gst,6,st,0,true,c+start,3
gstr,7,gr,0,true,c+start,10
gsw,99,gz,0,true,c+start,1
gtr,6,gr,0,true,c+start,3
gtw,99,gd,2,true,c+start,1
gtx,8,gj,2,true,c+start,3
gvr,7,gr,0,true,c+start,3
jbl,8,jl,2,true,c+start,3
jbr,8,jr,2,true,c+start,3
jdr,9,dr,0,true,c+start,3
jfl,9,jv,2,true,c+start,3
jfr,9,fr,0,true,c+start,3
jgl,7,gl,0,true,c+start,3
jgr,7,gr,0,true,c+start,3
jkl,7,kl,0,true,c+start,3
jkr,7,kr,0,true,c+start,3
jkw,99,jg,0,true,c+start,1
jpl,8,pl,0,true,c+start,3
jpr,8,pr,0,true,c+start,3
jsk,13,sk,0,true,c+start,3
jskl,14,kl,0,true,c+start,10
jskr,14,kr,0,true,c+start,10
jskw,99,sk,0,true,c+start,4
jsl,12,sl,1,true,c+start,3
jsm,11,jm,0,true,c+start,3
jsn,13,jn,2,true,c+start,3
jsp,13,jb,1,true,c+start,3
jspl,14,pl,0,true,c+start,10
jspr,14,pr,0,true,c+start,10
jst,13,st,0,true,c+start,3
jstr,14,sr,1,true,c+start,10
jsw,99,jz,4,true,c+start,1
jtr,9,tr,0,true,c+start,3
jtw,99,jd,2,true,c+start,1
jtx,11,jj,99,true,c+start,3
jvr,9,jv,2,true,c+start,3
kbl,6,kp,2,true,c+start,3
kbr,6,kr,0,true,c+start,3
kdr,6,kr,0,true,c+start,3
kfl,5,kl,0,true,c+start,3
kfr,5,kr,0,true,c+start,3
kgl,6,kk,99,true,c+start,3
kgr,6,gr,0,true,c+start,3
kl,0,kl,0,false,c+start,0
kpl,4,kl,0,true,c+start,3
kpr,4,kr,0,true,c+start,3
kr,0,kr,0,false,c+start,0
ksk,6,sk,0,true,c+start,2
kskl,5,kl,0,true,c+start,7
kskr,5,kr,0,true,c+start,7
kskw,99,ks,0,true,c+start,3
ksl,3,kl,0,true,c+start,3
ksm,2,ksm,2,false,c+start,3
ksn,4,kn,1,true,c+start,3
ksp,4,sp,0,true,c+start,3
kspl,5,kl,0,true,c+start,10
kspr,5,kr,0,true,c+start,10
kst,4,st,0,true,c+start,3
kstr,5,kr,0,true,c+start,10
ksw,99,ks,0,true,c+start,1
ktr,4,kr,0,true,c+start,3
ktw,99,kt,2,true,c+start,1
ktx,6,tx,0,true,c+start,3
kvr,7,kf,3,true,c+start,3
kw,99,kw,99,false,c+start,0
lbl,5,bl,0,true,c+start,2
lbr,3,br,0,true,c+start,3
ldr,2,ldr,2,false,c+start,3
lfl,4,fl,0,true,c+start,2
lfr,2,lfr,2,false,c+start,3
lgl,5,gl,0,true,c+start,2
lgr,3,gr,0,true,c+start,3
lkl,5,kl,0,true,c+start,2
lkr,3,kr,0,true,c+start,3
lkw,99,lk,1,true,c+start,1
lpl,5,pl,0,true,c+start,2
lpr,3,pr,0,true,c+start,3
lsk,3,sk,0,true,c+start,3
lskl,8,kl,0,true,c+start,9
lskr,6,kr,0,true,c+start,10
lskw,99,sk,0,true,c+start,4
lsl,6,sl,1,true,c+start,2
lsm,3,lm,0,true,c+start,3
lsn,5,ln,2,true,c+start,3
lsp,3,sp,0,true,c+start,3
lspl,8,pl,0,true,c+start,9
lspr,6,pr,0,true,c+start,10
lst,3,lt,0,true,c+start,3
lstr,6,tr,0,true,c+start,10
lsw,99,ls,1,true,c+start,1
ltr,2,ltr,2,false,c+start,3
ltw,99,lt,0,true,c+start,1
ltx,2,ltx,2,false,c+start,3
lvr,2,lvr,2,false,c+start,3
mbl,2,mbl,2,false,c+start,3
mbr,2,mbr,2,false,c+start,3
mdr,4,mr,0,true,c+start,3
mfl,4,ml,0,true,c+start,3
mfr,4,mr,0,true,c+start,3
mgl,4,ml,0,true,c+start,3
mgr,4,mr,0,true,c+start,3
mkl,4,ml,0,true,c+start,3
mkr,4,mr,0,true,c+start,3
mkw,99,mk,2,true,c+start,1
mpl,2,mpl,2,false,c+start,3
mpr,2,mpr,2,false,c+start,3
msk,2,msk,2,false,c+start,3
mskl,5,ml,0,true,c+start,10
mskr,5,mr,0,true,c+start,10
mskw,99,msk,2,true,c+start,4
msl,3,ml,0,true,c+start,3
msm,5,sm,0,true,c+start,2
msn,4,mn,2,true,c+start,3
msp,3,mp,0,true,c+start,3
mspl,6,ml,0,true,c+start,10
mspr,6,mr,0,true,c+start,10
mst,2,mst,2,false,c+start,3
mstr,5,mr,0,true,c+start,10
msw,99,ms,0,true,c+start,1
mtr,4,mr,0,true,c+start,3
mtw,99,mt,2,true,c+start,1
mtx,4,mx,0,true,c+start,3
mvr,4,mr,0,true,c+start,3
nbl,4,nl,2,true,c+start,3
nbr,4,nr,2,true,c+start,3
ndr,2,ndr,2,false,c+start,3
nfl,2,nfl,2,false,c+start,3
nfr,2,nfr,2,false,c+start,3
ngl,4,gl,0,true,c+start,3
ngr,4,gr,0,true,c+start,3
nkl,4,kl,0,true,c+start,3
nkr,4,kr,0,true,c+start,3
nkw,99,nk,2,true,c+start,1
npl,4,pl,0,true,c+start,3
npr,4,pr,0,true,c+start,3
nsk,4,sk,0,true,c+start,3
nskl,7,kl,0,true,c+start,10
nskr,7,kr,0,true,c+start,10
nskw,99,sk,0,true,c+start,4
nsl,5,sl,1,true,c+start,3
nsm,4,nm,2,true,c+start,3
nsn,11,sn,2,true,c+start,2
nsp,4,sp,0,true,c+start,3
nspl,7,pl,0,true,c+start,10
nspr,7,pr,0,true,c+start,10
nst,7,nt,0,true,c+start,3
nstr,7,sr,1,true,c+start,10
nsw,99,ns,2,true,c+start,1
ntr,2,ntr,2,false,c+start,3
ntw,99,nt,0,true,c+start,1
ntx,2,ntx,2,false,c+start,3
nvr,2,nvr,2,false,c+start,3
pbl,6,bl,0,true,c+start,3
pbr,6,br,0,true,c+start,3
pdr,6,pr,0,true,c+start,3
pfl,2,pfl,2,false,c+start,3
pfr,2,pfr,2,false,c+start,3
pgl,6,pl,0,true,c+start,3
pgr,6,pr,0,true,c+start,3
pkl,4,pl,0,true,c+start,3
pkr,4,pr,0,true,c+start,3
pkw,99,pk,2,true,c+start,1
pl,0,pl,0,false,c+start,0
pr,0,pr,0,false,c+start,0
psk,5,sk,0,true,c+start,3
pskl,6,pl,0,true,c+start,10
pskr,6,pr,0,true,c+start,10
pskw,99,sk,0,true,c+start,4
psl,4,pl,0,true,c+start,3
psm,4,pm,0,true,c+start,3
psn,5,pn,0,true,c+start,3
psp,8,sp,0,true,c+start,2
pspl,7,pl,0,true,c+start,7
pspr,7,pr,0,true,c+start,7
pst,5,st,0,true,c+start,3
pstr,6,pr,0,true,c+start,10
psw,99,ps,1,true,c+start,1
ptr,4,pr,0,true,c+start,3
ptw,99,pt,2,true,c+start,1
ptx,6,tx,0,true,c+start,3
pvr,4,pr,0,true,c+start,3
qbl,4,qk,0,true,c+start,3
qbr,4,qk,0,true,c+start,3
qdr,4,qk,0,true,c+start,3
qfl,2,fl,0,true,c+start,3
qfr,2,fr,0,true,c+start,3
qgl,2,gl,0,true,c+start,3
qgr,2,gr,0,true,c+start,3
qkl,0,kl,0,true,c+start,0
qkr,0,kr,0,true,c+start,0
qkw,99,qk,0,true,c+start,1
qpl,4,qk,0,true,c+start,3
qpr,4,qk,0,true,c+start,3
qsk,2,sk,0,true,c+start,3
qskl,5,kl,0,true,c+start,10
qskr,5,kr,0,true,c+start,10
qskw,99,sk,0,true,c+start,4
qsl,3,qk,0,true,c+start,3
qsm,2,sm,0,true,c+start,3
qsn,4,qk,0,true,c+start,3
qsp,2,sp,0,true,c+start,3
qspl,5,sp,0,true,c+start,10
qspr,5,qk,0,true,c+start,10
qst,2,st,0,true,c+start,3
qstr,5,qk,0,true,c+start,10
qsw,99,qk,0,true,c+start,1
qtr,4,qk,0,true,c+start,3
qtw,99,qk,0,true,c+start,1
qtx,4,qk,0,true,c+start,3
qvr,2,vr,0,true,c+start,3
rbl,3,bl,0,true,c+start,3
rbr,5,br,0,true,c+start,2
rdr,4,dr,0,true,c+start,2
rfl,2,rfl,2,false,c+start,3
rfr,4,fr,0,true,c+start,2
rgl,3,gl,0,true,c+start,3
rgr,5,gr,0,true,c+start,2
rkl,3,kl,0,true,c+start,3
rkr,5,kr,0,true,c+start,2
rkw,99,rk,1,true,c+start,1
rpl,3,pl,0,true,c+start,3
rpr,5,pr,0,true,c+start,2
rsk,3,sk,0,true,c+start,3
rskl,6,kl,0,true,c+start,10
rskr,8,kr,0,true,c+start,9
rskw,99,sk,0,true,c+start,4
rsl,4,sl,1,true,c+start,3
rsm,3,rm,0,true,c+start,3
rsn,5,rn,2,true,c+start,3
rsp,3,sp,0,true,c+start,3
rspl,6,pl,0,true,c+start,10
rspr,8,pr,0,true,c+start,9
rst,3,rt,0,true,c+start,3
rstr,8,tr,0,true,c+start,9
rsw,99,rs,1,true,c+start,1
rtr,4,tr,0,true,c+start,2
rtw,99,rt,0,true,c+start,1
rtx,2,rtx,2,false,c+start,3
rvr,4,vr,0,true,c+start,2
sbl,4,bl,0,true,c+start,3
sbr,4,br,0,true,c+start,3
sdr,4,dr,0,true,c+start,3
sfl,4,fl,0,true,c+start,3
sfr,4,fr,0,true,c+start,3
sgl,4,gl,0,true,c+start,3
sgr,4,gr,0,true,c+start,3
sk,0,sk,0,false,c+start,0
skl,2,skl,2,false,c+start,3
skr,2,skr,2,false,c+start,3
skw,99,sk,0,true,c+start,1
sl,1,sl,1,false,c+start,0
sm,0,sm,0,false,c+start,0
sn,2,sn,2,false,c+start,0
sp,0,sp,0,false,c+start,0
spl,2,spl,2,false,c+start,3
spr,2,spr,2,false,c+start,3
st,0,st,0,false,c+start,0
str,2,str,2,false,c+start,3
stw,99,st,0,true,c+start,1
stx,4,tx,0,true,c+start,3
svr,6,vr,0,true,c+start,3
sw,99,sw,99,false,c+start,0
tbl,6,tl,0,true,c+start,3
tbr,6,tr,0,true,c+start,3
tdr,6,tt,99,true,c+start,3
tfl,4,tl,0,true,c+start,3
tfr,4,tr,0,true,c+start,3
tgl,6,tl,0,true,c+start,3
tgr,6,tr,0,true,c+start,3
tkl,4,tl,0,true,c+start,3
tkr,4,tr,0,true,c+start,3
tkw,99,tk,2,true,c+start,1
tpl,4,tl,0,true,c+start,3
tpr,4,tr,0,true,c+start,3
tr,0,tr,0,false,c+start,0
tsk,4,sk,0,true,c+start,3
tskl,5,tl,0,true,c+start,10
tskr,5,tr,0,true,c+start,10
tskw,99,ts,0,true,c+start,4
tsl,3,tl,0,true,c+start,3
tsm,2,tsm,2,false,c+start,3
tsn,7,tn,0,true,c+start,3
tsp,4,sp,0,true,c+start,3
tspl,5,tl,0,true,c+start,10
tspr,5,tr,0,true,c+start,10
tst,9,st,0,true,c+start,2
tstr,5,tr,0,true,c+start,7
tsw,99,ts,0,true,c+start,1
tvr,6,tr,0,true,c+start,3
tw,99,tw,99,false,c+start,0
tx,0,tx,0,false,c+start,0
vbl,4,vl,0,true,c+start,3
vbr,4,vr,0,true,c+start,3
vdr,4,vr,0,true,c+start,3
vfl,6,vv,99,true,c+start,3
vfr,6,vr,0,true,c+start,3
vgl,5,vl,0,true,c+start,3
vgr,5,vr,0,true,c+start,3
vkl,5,vl,0,true,c+start,3
vkr,5,vr,0,true,c+start,3
vkw,99,vg,1,true,c+start,1
vpl,4,vl,0,true,c+start,3
vpr,4,vr,0,true,c+start,3
vr,0,vr,0,false,c+start,0
vsk,8,sk,0,true,c+start,3
vskl,9,vl,0,true,c+start,10
vskr,9,vr,0,true,c+start,10
vskw,99,sk,0,true,c+start,4
vsl,7,vl,0,true,c+start,3
vsm,7,vm,2,true,c+start,3
vsn,8,vn,0,true,c+start,3
vsp,9,vb,0,true,c+start,3
vspl,10,sp,0,true,c+start,10
vspr,10,vr,0,true,c+start,10
vst,8,st,0,true,c+start,3
vstr,9,vr,0,true,c+start,10
vsw,99,vz,2,true,c+start,1
vtr,4,vr,0,true,c+start,3
vtw,99,vd,0,true,c+start,1
vtx,6,vj,2,true,c+start,3
xbl,7,bl,0,true,c+start,3
xbr,7,br,0,true,c+start,3
xdr,8,dr,0,true,c+start,3
xfl,6,fl,0,true,c+start,3
xfr,6,fr,0,true,c+start,3
xgl,6,gl,0,true,c+start,3
xgr,6,gr,0,true,c+start,3
xkl,4,kl,0,true,c+start,3
xkr,4,kr,0,true,c+start,3
xkw,99,xk,0,true,c+start,1
xpl,5,pl,0,true,c+start,3
xpr,5,pr,0,true,c+start,3
xsk,10,xk,0,true,c+start,3
xskl,11,kl,0,true,c+start,10
xskr,11,sr,1,true,c+start,10
xskw,99,xk,0,true,c+start,4
xsl,9,sl,1,true,c+start,3
xsm,8,xm,0,true,c+start,3
xsn,10,xn,2,true,c+start,3
xsp,10,sp,0,true,c+start,3
xspl,11,pl,0,true,c+start,10
xspr,11,pr,0,true,c+start,10
xst,10,st,0,true,c+start,3
xstr,11,tr,0,true,c+start,10
xsw,99,xs,4,true,c+start,1
xtr,6,tr,0,true,c+start,3
xtw,99,xt,2,true,c+start,1
xtx,10,tx,0,true,c+start,2
xvr,8,vr,0,true,c+start,3
zbl,4,bl,0,true,c+start,3
zbr,4,br,0,true,c+start,3
zdr,4,dr,0,true,c+start,3
zfl,6,fl,0,true,c+start,3
zfr,6,fr,0,true,c+start,3
zgl,4,gl,0,true,c+start,3
zgr,4,gr,0,true,c+start,3
zkl,4,kl,0,true,c+start,3
zkr,4,kr,0,true,c+start,3
zkw,99,zg,0,true,c+start,1
zpl,4,pl,0,true,c+start,3
zpr,4,pr,0,true,c+start,3
zsk,8,sk,0,true,c+start,3
zskl,9,kl,0,true,c+start,8
zskr,9,kr,0,true,c+start,8
zskw,99,sk,0,true,c+start,3
zsl,7,zl,1,true,c+start,3
zsm,6,zm,0,true,c+start,3
zsn,11,zn,2,true,c+start,3
zsp,8,sp,0,true,c+start,3
zspl,9,pl,0,true,c+start,8
zspr,9,pr,0,true,c+start,8
zst,11,st,0,true,c+start,3
zstr,9,tr,0,true,c+start,8
zsw,99,zz,99,true,c+start,1
ztr,4,tr,0,true,c+start,3
ztw,99,zd,0,true,c+start,1
ztx,6,zj,2,true,c+start,3
zvr,6,vr,0,true,c+start,3
bz,1,bz,1,false,end+c,0
bzb,12,zb,0,true,end+c,2
bzd,9,bd,2,true,end+c,3
bzf,12,bv,0,true,end+c,3
bzg,9,bg,2,true,end+c,3
bzj,14,zj,2,true,end+c,3
bzk,9,zg,0,true,end+c,3
bzl,6,bl,0,true,end+c,3
bzm,6,bm,0,true,end+c,3
bzn,7,bn,0,true,end+c,3
bzp,10,zb,0,true,end+c,3
bzq,99,bz,1,true,end+c,1
bzr,6,br,0,true,end+c,3
bzs,11,bz,1,true,end+c,3
bzt,9,zd,0,true,end+c,3
bzv,12,bv,0,true,end+c,3
bzx,13,bz,1,true,end+c,3
dj,0,dj,0,false,end+c,0
djb,10,jb,1,true,end+c,3
djd,13,jd,2,true,end+c,2
djf,11,dv,2,true,end+c,3
djg,9,jg,0,true,end+c,3
djk,9,jg,0,true,end+c,3
djl,7,dl,0,true,end+c,3
djm,5,dm,0,true,end+c,3
djn,7,dn,0,true,end+c,3
djp,10,dj,0,true,end+c,3
djq,99,dj,0,true,end+c,1
djr,7,dr,0,true,end+c,3
djs,13,dz,0,true,end+c,3
djt,11,dj,0,true,end+c,3
djv,11,dv,2,true,end+c,3
djx,13,dj,0,true,end+c,3
djz,13,jz,4,true,end+c,3
dz,0,dz,0,false,end+c,0
dzb,6,db,2,true,end+c,3
dzd,11,zd,0,true,end+c,2
dzf,8,dz,0,true,end+c,3
dzg,6,dg,2,true,end+c,3
dzj,11,dj,0,true,end+c,3
dzk,6,zg,0,true,end+c,3
dzl,3,dl,0,true,end+c,3
dzm,2,dzm,2,false,end+c,3
dzn,7,dn,0,true,end+c,3
dzp,6,zb,0,true,end+c,3
dzq,99,dz,0,true,end+c,1
dzr,3,dr,0,true,end+c,3
dzs,11,dz,0,true,end+c,3
dzt,9,zd,0,true,end+c,3
dzv,8,dv,2,true,end+c,3
dzx,10,dz,0,true,end+c,3
ft,0,ft,0,false,end+c,0
ftb,10,fp,0,true,end+c,3
ftd,9,ft,0,true,end+c,3
ftf,10,tf,2,true,end+c,2
ftg,9,fk,1,true,end+c,3
ftj,12,fx,2,true,end+c,3
ftk,7,fk,1,true,end+c,3
ftl,3,fl,0,true,end+c,3
ftm,4,tm,0,true,end+c,3
ftn,3,fn,0,true,end+c,3
ftp,8,fp,0,true,end+c,3
ftq,99,ft,0,true,end+c,1
ftr,2,ftr,2,false,end+c,3
fts,5,ts,0,true,end+c,3
ftv,10,ff,99,true,end+c,3
ftx,4,tx,0,true,end+c,3
ftz,7,ts,0,true,end+c,3
gz,0,gz,0,false,end+c,0
gzb,8,gb,2,true,end+c,3
gzd,8,gd,2,true,end+c,3
gzf,10,zv,2,true,end+c,3
gzg,10,zg,0,true,end+c,2
gzj,13,gj,2,true,end+c,3
gzk,8,zg,0,true,end+c,3
gzl,5,gl,0,true,end+c,3
gzm,4,gm,0,true,end+c,3
gzn,6,gn,1,true,end+c,3
gzp,8,zb,0,true,end+c,3
gzq,99,gz,0,true,end+c,1
gzr,5,gr,0,true,end+c,3
gzs,10,gz,0,true,end+c,3
gzt,8,zd,0,true,end+c,3
gzv,10,zv,2,true,end+c,3
gzx,12,gz,0,true,end+c,3
ks,0,ks,0,false,end+c,0
ksb,6,sp,0,true,end+c,3
ksd,6,st,0,true,end+c,3
ksf,6,sf,2,true,end+c,3
ksg,6,sk,0,true,end+c,3
ksj,11,kx,2,true,end+c,3
ksk,6,sk,0,true,end+c,2
ksl,3,kl,0,true,end+c,3
ksm,2,ksm,2,false,end+c,3
ksn,4,kn,1,true,end+c,3
ksp,4,sp,0,true,end+c,3
ksq,99,ks,0,true,end+c,1
ksr,3,kr,0,true,end+c,3
kst,4,st,0,true,end+c,3
ksv,8,sf,2,true,end+c,3
ksx,8,kx,2,true,end+c,3
ksz,8,ss,99,true,end+c,3
kx,2,kx,2,false,end+c,0
kxb,11,xp,1,true,end+c,3
kxd,12,kt,2,true,end+c,3
kxf,10,xf,2,true,end+c,3
kxg,10,xk,0,true,end+c,3
kxj,15,kx,2,true,end+c,3
kxk,10,xk,0,true,end+c,2
kxl,8,kl,0,true,end+c,3
kxm,6,km,0,true,end+c,3
kxn,8,kn,1,true,end+c,3
kxp,9,xp,1,true,end+c,3
kxq,99,kx,2,true,end+c,1
kxr,8,kr,0,true,end+c,3
kxs,12,ks,0,true,end+c,3
kxt,10,kt,2,true,end+c,3
kxv,12,xf,2,true,end+c,3
kxz,14,ks,0,true,end+c,3
lb,1,lb,1,false,end+c,0
lbd,7,ld,0,true,end+c,3
lbf,5,lf,0,true,end+c,3
lbg,7,lg,1,true,end+c,3
lbj,11,bj,3,true,end+c,3
lbk,7,lk,1,true,end+c,3
lbl,5,bl,0,true,end+c,2
lbm,3,lm,0,true,end+c,3
lbn,3,bn,0,true,end+c,3
lbp,7,lp,1,true,end+c,3
lbq,99,lb,1,true,end+c,1
lbr,3,br,0,true,end+c,3
lbs,6,ls,1,true,end+c,3
lbt,7,lt,0,true,end+c,3
lbv,5,lv,0,true,end+c,3
lbx,10,lx,0,true,end+c,3
lbz,6,lz,1,true,end+c,3
lcb,99,lb,1,true,end+c,1
lcd,99,ld,0,true,end+c,1
lcf,99,lf,0,true,end+c,1
lcg,99,lg,1,true,end+c,1
lcj,99,lj,0,true,end+c,1
lck,99,lk,1,true,end+c,1
lcl,99,lcl,99,false,end+c,0
lcm,99,lm,0,true,end+c,1
lcn,99,ln,2,true,end+c,1
lcp,99,lp,1,true,end+c,1
lcq,99,lcq,99,false,end+c,0
lcr,99,lr,2,true,end+c,1
lcs,99,ls,1,true,end+c,1
lct,99,lt,0,true,end+c,1
lcv,99,lv,0,true,end+c,1
lcx,99,lx,0,true,end+c,1
lcz,99,lz,1,true,end+c,1
ld,0,ld,0,false,end+c,0
ldb,6,lb,1,true,end+c,3
ldf,6,lf,0,true,end+c,3
ldg,6,lg,1,true,end+c,3
ldj,5,lj,0,true,end+c,3
ldk,6,lk,1,true,end+c,3
ldl,4,dl,0,true,end+c,2
ldm,2,ldm,2,false,end+c,3
ldn,2,ldn,2,false,end+c,3
ldp,6,lp,1,true,end+c,3
ldq,99,ld,0,true,end+c,1
ldr,2,ldr,2,false,end+c,3
lds,4,ls,1,true,end+c,3
ldt,6,lt,0,true,end+c,3
ldv,6,lv,0,true,end+c,3
ldx,8,lx,0,true,end+c,3
ldz,2,ldz,2,false,end+c,3
lf,0,lf,0,false,end+c,0
lfb,4,lb,1,true,end+c,3
lfd,4,ld,0,true,end+c,3
lfg,5,lg,1,true,end+c,3
lfj,9,lj,0,true,end+c,3
lfk,3,lk,1,true,end+c,3
lfl,4,fl,0,true,end+c,2
lfm,4,lm,0,true,end+c,3
lfn,2,lfn,2,false,end+c,3
lfp,2,lfp,2,false,end+c,3
lfq,99,lf,0,true,end+c,1
lfr,2,lfr,2,false,end+c,3
lfs,4,ls,1,true,end+c,3
lft,2,lft,2,false,end+c,3
lfv,6,lf,0,true,end+c,3
lfx,6,lx,0,true,end+c,3
lfz,6,fs,2,true,end+c,3
lk,1,lk,1,false,end+c,0
lkb,7,lb,1,true,end+c,3
lkd,7,ld,0,true,end+c,3
lkf,6,kf,3,true,end+c,3
lkg,7,lk,1,true,end+c,3
lkj,10,lj,0,true,end+c,3
lkl,5,kl,0,true,end+c,2
lkm,3,lm,0,true,end+c,3
lkn,4,kn,1,true,end+c,3
lkp,5,lp,1,true,end+c,3
lkq,99,lk,1,true,end+c,1
lkr,3,kr,0,true,end+c,3
lks,3,ks,0,true,end+c,3
lkt,5,lt,0,true,end+c,3
lkv,8,lv,0,true,end+c,3
lkx,7,lx,0,true,end+c,3
lkz,5,lz,1,true,end+c,3
lp,1,lp,1,false,end+c,0
lpb,7,lp,1,true,end+c,3
lpd,7,ld,0,true,end+c,3
lpf,3,lf,0,true,end+c,3
lpg,7,lg,1,true,end+c,3
lpj,11,px,3,true,end+c,3
lpk,5,lk,1,true,end+c,3
lpl,5,pl,0,true,end+c,2
lpm,3,lm,0,true,end+c,3
lpn,3,pn,0,true,end+c,3
lpq,99,lp,1,true,end+c,1
lpr,3,pr,0,true,end+c,3
lps,4,ls,1,true,end+c,3
lpt,5,lt,0,true,end+c,3
lpv,5,lv,0,true,end+c,3
lpx,8,lx,0,true,end+c,3
lpz,6,lz,1,true,end+c,3
ls,1,ls,1,false,end+c,0
lsb,5,lb,1,true,end+c,3
lsd,5,ld,0,true,end+c,3
lsf,5,lf,0,true,end+c,3
lsg,5,lg,1,true,end+c,3
lsj,10,lj,0,true,end+c,3
lsk,3,sk,0,true,end+c,3
lsl,6,sl,1,true,end+c,2
lsm,3,lm,0,true,end+c,3
lsn,5,ln,2,true,end+c,3
lsp,3,sp,0,true,end+c,3
lsq,99,ls,1,true,end+c,1
lsr,4,sr,1,true,end+c,3
lst,3,lt,0,true,end+c,3
lsv,7,lv,0,true,end+c,3
lsx,7,lx,0,true,end+c,3
lsz,7,ls,1,true,end+c,3
lt,0,lt,0,false,end+c,0
ltb,6,lb,1,true,end+c,3
ltd,6,lt,0,true,end+c,3
ltf,4,lf,0,true,end+c,3
ltg,6,lg,1,true,end+c,3
ltj,9,lj,0,true,end+c,3
ltk,4,lk,1,true,end+c,3
ltl,4,tl,0,true,end+c,2
ltm,2,ltm,2,false,end+c,3
ltn,2,ltn,2,false,end+c,3
ltp,4,lp,1,true,end+c,3
ltq,99,lt,0,true,end+c,1
ltr,2,ltr,2,false,end+c,3
lts,2,lts,2,false,end+c,3
ltv,6,lv,0,true,end+c,3
ltx,2,ltx,2,false,end+c,3
ltz,4,lz,1,true,end+c,3
lv,0,lv,0,false,end+c,0
lvb,4,vb,0,true,end+c,3
lvd,4,vd,0,true,end+c,3
lvf,6,lf,0,true,end+c,3
lvg,5,vg,1,true,end+c,3
lvj,9,vj,2,true,end+c,3
lvk,5,lk,1,true,end+c,3
lvl,4,vl,0,true,end+c,2
lvm,4,lm,0,true,end+c,3
lvn,2,lvn,2,false,end+c,3
lvp,4,lp,1,true,end+c,3
lvq,99,lv,0,true,end+c,1
lvr,2,lvr,2,false,end+c,3
lvs,6,ls,1,true,end+c,3
lvt,4,lt,0,true,end+c,3
lvx,8,lx,0,true,end+c,3
lvz,6,vz,2,true,end+c,3
lx,0,lx,0,false,end+c,0
lxb,7,lb,1,true,end+c,3
lxd,8,ld,0,true,end+c,3
lxf,6,lf,0,true,end+c,3
lxg,6,lg,1,true,end+c,3
lxj,11,lx,0,true,end+c,3
lxk,4,xk,0,true,end+c,3
lxl,8,xl,2,true,end+c,2
lxm,4,lm,0,true,end+c,3
lxn,6,ln,2,true,end+c,3
lxp,5,lp,1,true,end+c,3
lxq,99,lx,0,true,end+c,1
lxr,6,lr,2,true,end+c,3
lxs,8,ls,1,true,end+c,3
lxt,6,lt,0,true,end+c,3
lxv,8,lv,0,true,end+c,3
lxz,10,xs,4,true,end+c,3
lz,1,lz,1,false,end+c,0
lzb,5,zb,0,true,end+c,3
lzd,5,ld,0,true,end+c,3
lzf,7,lf,0,true,end+c,3
lzg,5,zg,0,true,end+c,3
lzj,10,lj,0,true,end+c,3
lzk,5,lk,1,true,end+c,3
lzl,6,zl,1,true,end+c,2
