word,meaning,tier,shape,echo,own,pair,crowd,loss
glet,gate,1,CCVC,0.6375,-60.0000,4.1784,0.0058,-55.8216
glez,10^4,1,CCVC,0.0000,-60.0000,3.7138,0.0051,-56.2862
glan,glide,1,CCVC,0.7863,-60.0000,3.7046,0.0056,-56.2954
glav,glove,1,CCVC,0.8625,-60.0000,3.1185,0.0048,-56.8815
glob,planet,1,CCVC,0.4472,-60.0000,3.4472,0.0049,-56.5528
glot,goat,1,CCVC,0.7500,-60.0000,3.7284,0.0053,-56.2716
glok,your,1,CCVC,0.3646,-60.0000,2.8276,0.0048,-57.1724
glor,glare,1,CCVC,0.8625,-60.0000,2.3389,0.0044,-57.6611
gluk,lick,1,CCVC,0.6125,-60.0000,2.4271,0.0044,-57.5729
djin,gene,1,CCVC,0.6438,-60.0000,2.0454,0.0034,-57.9546
djip,over,1,CCVC,0.4604,-59.6199,1.8150,0.0032,-57.8050
djiz,jeez,1,CCVC,1.0000,-60.0000,1.9305,0.0031,-58.0695
djek,reject,1,CCVC,0.5714,-58.7143,1.8085,0.0035,-56.9058
djam,jam,1,CCVC,1.0000,-60.0000,1.7133,0.0032,-58.2867
djat,deal,1,CCVC,0.4313,-60.0000,2.3480,0.0040,-57.6520
djak,fingernail,1,CCVC,0.2542,-60.0000,1.7053,0.0037,-58.2947
djas,justice,1,CCVC,0.4607,-60.0000,1.9944,0.0037,-58.0056
djaz,joy,1,CCVC,0.6125,-58.8375,2.0829,0.0034,-56.7546
djok,joke,1,CCVC,1.0000,-60.0000,1.4968,0.0030,-58.5032
djud,jew,1,CCVC,0.6604,-60.0000,1.9948,0.0031,-58.0052
djus,juice,1,CCVC,0.7060,-60.0000,1.5067,0.0027,-58.4933
djul,jewel,1,CCVC,0.5375,-60.0000,1.2318,0.0032,-58.7682
drim,dream,1,CCVC,1.0000,-59.7287,3.8254,0.0047,-55.9033
drig,degree,1,CCVC,0.4000,-59.1000,3.5889,0.0047,-55.5111
drib,10^6,1,CCVC,0.0000,-60.0000,4.2056,0.0050,-55.7944
driv,fate,1,CCVC,0.3046,-60.0000,3.6174,0.0044,-56.3826
drix,direction,1,CCVC,0.3854,-59.5190,3.5153,0.0045,-56.0037
dreg,drag,1,CCVC,0.8875,-59.9152,3.9565,0.0049,-55.9587
dref,definite,1,CCVC,0.4367,-60.0000,3.7246,0.0046,-56.2754
drex,hyphen,1,CCVC,0.5297,-60.0000,3.9284,0.0047,-56.0716
dram,human,1,CCVC,0.5463,-60.0000,3.9373,0.0049,-56.0627
drad,put,1,CCVC,0.4479,-60.0000,5.0076,0.0056,-54.9924
drap,drop,1,CCVC,0.8625,-59.7646,4.2965,0.0055,-55.4681
drak,harm,1,CCVC,0.1625,-57.4875,3.7862,0.0054,-53.7013
drav,candela (measurement),1,CCVC,0.3595,-60.0000,3.8092,0.0047,-56.1908
dral,dry,1,CCVC,0.7167,-59.5750,3.1034,0.0046,-56.4716
dron,drone (sound),1,CCVC,1.0000,-60.0000,4.3484,0.0050,-55.6516
droz,enter,1,CCVC,0.4800,-58.6713,4.1211,0.0047,-54.5502
drov,multicellular life,1,CCVC,0.5188,-60.0000,3.5404,0.0042,-56.4596
drum,drum,1,CCVC,1.0000,-59.7502,3.5094,0.0045,-56.2408
drup,d sound,1,CCVC,0.4593,-60.0000,3.5690,0.0045,-56.4310
drut,electricity,1,CCVC,0.3000,-58.1739,4.1334,0.0048,-54.0405
drus,radius,1,CCVC,0.5167,-60.0000,3.4570,0.0044,-56.5430
drul,drool,1,CCVC,1.0000,-60.0000,2.6246,0.0040,-57.3754
briq,bring,1,CCVC,1.0000,-59.8363,2.9628,0.0044,-56.8735
brig,insecta,1,CCVC,0.4131,-60.0000,3.4044,0.0047,-56.5956
brip,beep,1,CCVC,0.7500,-60.0000,3.8411,0.0051,-56.1589
brit,orbit,1,CCVC,0.6000,-60.0000,4.4117,0.0055,-55.5883
briz,simple,1,CCVC,0.3457,-60.0000,3.9917,0.0049,-56.0083
brif,brief,1,CCVC,1.0000,-60.0000,3.2208,0.0045,-56.7792
bren,brain,1,CCVC,1.0000,-59.7000,4.4892,0.0054,-55.2108
bred,braid,1,CCVC,1.0000,-60.0000,4.9993,0.0058,-55.0007
brek,break (pieces),1,CCVC,0.9437,-59.7000,3.7215,0.0052,-55.9785
brev,brave,1,CCVC,0.8875,-59.7000,3.8031,0.0047,-55.8969
brat,big,1,CCVC,0.4938,-59.2406,4.6192,0.0059,-54.6214
brak,bacteria,1,CCVC,0.2906,-58.4826,3.5737,0.0054,-54.9089
braz,box,1,CCVC,0.4625,-58.7906,4.1296,0.0051,-54.6610
bral,ball,1,CCVC,0.5000,-58.5000,2.9015,0.0046,-55.5985
broq,membrane,1,CCVC,0.4643,-60.0000,2.9449,0.0042,-57.0551
brod,bone,1,CCVC,0.7050,-59.0557,4.5444,0.0053,-54.5113
brob,decimal,1,CCVC,0.3560,-60.0000,3.9622,0.0048,-56.0378
brol,brow,1,CCVC,0.6125,-60.0000,2.6788,0.0041,-57.3212
bruk,beak,1,CCVC,0.6125,-59.1711,2.8372,0.0044,-56.3339
bruz,buzz,1,CCVC,0.5000,-60.0000,3.5627,0.0045,-56.4373
blim,beam,1,CCVC,0.7500,-59.8102,3.6380,0.0048,-56.1723
blin,belly,1,CCVC,0.5103,-57.8284,4.1354,0.0052,-53.6930
bliz,our,1,CCVC,0.2950,-60.0000,3.9724,0.0049,-56.0276
bleq,eject,1,CCVC,0.5333,-59.3499,3.2377,0.0045,-56.1122
blet,bait,1,CCVC,0.7500,-60.0000,4.8012,0.0058,-55.1988
blab,blob,1,CCVC,0.8625,-60.0000,4.1066,0.0052,-55.8934
bloz,boson,1,CCVC,0.6530,-60.0000,3.8906,0.0046,-56.1094
blof,blow,1,CCVC,0.6125,-58.1657,3.0504,0.0041,-55.1153
bloC,blood,1,CCVC,0.8596,-59.6727,3.5842,0.0044,-56.0885
blor,blur,1,CCVC,0.9437,-60.0000,2.6599,0.0040,-57.3401
blum,bloom,1,CCVC,1.0000,-57.3363,3.2611,0.0045,-54.0752
blut,butt,1,CCVC,0.5000,-60.0000,3.8673,0.0049,-56.1327
prim,prime (primative),1,CCVC,1.0000,-60.0000,3.8485,0.0050,-56.1515
prik,opaque,1,CCVC,0.2736,-60.0000,3.6203,0.0053,-56.3797
pres,pressure,1,CCVC,0.5714,-60.0000,4.3882,0.0053,-55.6118
prex,precious,1,CCVC,0.4917,-60.0000,4.0022,0.0051,-55.9978
pram,primordial,1,CCVC,0.3552,-60.0000,3.9521,0.0052,-56.0479
prag,pig,1,CCVC,0.5813,-60.0000,3.7687,0.0053,-56.2313
prab,probable,1,CCVC,0.5714,-112.0000,8.6765,0.0107,-103.3235
prat,apart,1,CCVC,0.4533,-58.3600,4.9027,0.0061,-53.4573
pras,press (force),1,CCVC,0.7100,-36.2500,4.2201,0.0055,-32.0299
praz,prize,1,CCVC,0.8313,-60.0000,4.4013,0.0053,-55.5987
prax,ash,1,CCVC,0.5000,-58.4087,3.8358,0.0053,-54.5729
prot,proton,1,CCVC,0.6667,-60.0000,4.6381,0.0055,-55.3619
proz,for/purpose,1,CCVC,0.6417,-60.0000,4.1394,0.0048,-55.8606
pruk,pick,1,CCVC,0.6125,-60.0000,3.1191,0.0047,-56.8809
pruv,prove,1,CCVC,0.9437,-60.0000,3.2014,0.0041,-56.7986
plin,discipline,1,CCVC,0.4444,-60.0000,4.4512,0.0054,-55.5488
pliz,please,1,CCVC,0.9625,-60.0000,4.1846,0.0049,-55.8154
plen,plane (geometry),1,CCVC,0.8875,-60.0000,4.8359,0.0055,-55.1641
pleg,plague,1,CCVC,0.5917,-60.0000,4.0096,0.0052,-55.9904
plep,plop,1,CCVC,0.8625,-60.0000,4.5723,0.0055,-55.4277
plet,plate,1,CCVC,0.8875,-60.0000,5.1514,0.0059,-54.8486
plek,their,1,CCVC,0.4096,-60.0000,4.0868,0.0056,-55.9132
plan,plan,1,CCVC,1.0000,-111.6296,9.0144,0.0109,-102.6152
plap,glottal stop,1,CCVC,0.6117,-54.8621,4.3513,0.0056,-50.5108
plak,pluck,1,CCVC,0.8063,-60.0000,3.8178,0.0056,-56.1822
plas,compassion,1,CCVC,0.3218,-58.1115,4.1686,0.0054,-53.9428
plax,accomplish,1,CCVC,0.3694,-58.5812,3.8032,0.0052,-54.7780
plar,play,1,CCVC,0.6375,-60.0000,3.0888,0.0049,-56.9112
plon,pion,1,CCVC,0.7500,-60.0000,4.4035,0.0052,-55.5965
plod,implode,1,CCVC,0.6667,-60.0000,4.7954,0.0053,-55.2046
plud,pound (measure),1,CCVC,0.6000,-60.0000,4.4129,0.0051,-55.5871
plup,poop,1,CCVC,0.7500,-60.0000,3.6170,0.0047,-56.3830
txin,teen,1,CCVC,0.7500,-60.0000,1.5874,0.0031,-58.4126
txeq,q sound,1,CCVC,0.3510,-60.0000,1.0922,0.0026,-58.9078
txet,shit,1,CCVC,0.6937,-60.0000,1.9253,0.0035,-58.0747
txes,chase,1,CCVC,0.8875,-59.5565,1.4852,0.0029,-58.0713
txap,chip,1,CCVC,0.8313,-59.4274,1.5409,0.0035,-57.8865
txak,check,1,CCVC,0.8875,-59.7717,1.4233,0.0039,-58.3484
txaz,100,1,CCVC,0.0000,-60.0000,1.6145,0.0032,-58.3855
txal,shell,1,CCVC,0.4158,-58.2475,1.0856,0.0034,-57.1619
txot,loose,1,CCVC,0.5046,-60.0000,1.5947,0.0030,-58.4053
txor,saturate,1,CCVC,0.4526,-60.0000,1.0800,0.0033,-58.9200
txum,tissue,1,CCVC,0.4889,-60.0000,1.2511,0.0028,-58.7489
txun,sneeze,1,CCVC,0.5833,-60.0000,1.5037,0.0030,-58.4963
txut,chew,1,CCVC,0.6229,-54.6589,1.4395,0.0030,-53.2194
txuz,choose,1,CCVC,0.9625,-59.8578,1.2667,0.0025,-58.5911
txul,actual,1,CCVC,0.5772,-58.6986,1.0217,0.0032,-57.6769
trin,neutrino,1,CCVC,0.5000,-60.0000,4.6241,0.0051,-55.3759
trid,vowel i sound,1,CCVC,0.4360,-60.0000,5.1171,0.0054,-54.8829
trik,trick,1,CCVC,1.0000,-60.0000,3.8189,0.0052,-56.1811
tris,interest,1,CCVC,0.4719,-60.0000,4.1560,0.0049,-55.8440
trij,treasure,1,CCVC,0.6306,-60.0000,3.9292,0.0045,-56.0708
tred,trade,1,CCVC,0.8875,-60.0000,5.6022,0.0056,-54.3978
tret,trait,1,CCVC,1.0000,-60.0000,5.4441,0.0057,-54.5559
tres,trace,1,CCVC,0.7700,-60.0000,4.6210,0.0051,-55.3790
traq,triangle,1,CCVC,0.6667,-60.0000,3.4435,0.0047,-56.5565
trag,10^42,1,CCVC,0.0000,-60.0000,3.9566,0.0051,-56.0434
trad,west,1,CCVC,0.3167,-60.0000,5.3489,0.0057,-54.6511
trab,tribe,1,CCVC,0.8313,-60.0000,4.6827,0.0053,-55.3173
trap,trap,1,CCVC,1.0000,-56.2500,4.5536,0.0055,-51.6964
trat,tight,1,CCVC,0.5813,-60.0000,5.1465,0.0058,-54.8535
trak,track (path),1,CCVC,1.0000,-60.0000,4.0166,0.0056,-55.9834
tras,torus,1,CCVC,0.6450,-60.0000,4.4342,0.0053,-55.5658
trom,spectrum,1,CCVC,0.4719,-60.0000,3.9825,0.0046,-56.0175
kriq,care,1,CCVC,0.4525,-58.5539,2.6639,0.0048,-55.8900
krid,liquid,1,CCVC,0.6444,-60.0000,4.1407,0.0056,-55.8593
krem,chemical,1,CCVC,0.4142,-58.7468,3.6232,0.0053,-55.1236
kred,credit,1,CCVC,0.6667,-60.0000,4.5723,0.0059,-55.4277
krep,crypto,1,CCVC,0.5000,-60.0000,3.9292,0.0057,-56.0708
kret,secret,1,CCVC,0.6667,-58.6939,4.4976,0.0061,-54.1963
krek,cake,1,CCVC,0.6375,-60.0000,3.4868,0.0058,-56.5132
krev,crave,1,CCVC,0.8875,-60.0000,3.3951,0.0047,-56.6049
kraq,ring (sound),1,CCVC,0.5813,-60.0000,2.8292,0.0051,-57.1708
krag,node,0,CCVC,0.4838,-60.0000,3.2745,0.0055,-56.7255
krak,crack,1,CCVC,1.0000,-59.8148,3.3493,0.0060,-56.4655
kras,cross,1,CCVC,0.6900,-59.1367,3.6354,0.0056,-55.5013
kraf,comfort,1,CCVC,0.3712,-58.1136,3.1010,0.0051,-55.0126
krax,crash,1,CCVC,1.0000,-59.8252,3.2965,0.0054,-56.5288
krom,ohm (measurement),1,CCVC,0.3283,-60.0000,3.3183,0.0051,-56.6817
krot,right (vs. wrong),1,CCVC,0.5563,-60.0000,3.9834,0.0055,-56.0166
krok,croak,1,CCVC,1.0000,-60.0000,3.0036,0.0051,-56.9964
krol,cull,1,CCVC,0.5000,-60.0000,2.4125,0.0046,-57.5875
klin,clean,1,CCVC,1.0000,-59.5565,3.7882,0.0053,-55.7684
kliq,k sound,1,CCVC,0.3560,-60.0000,2.7112,0.0047,-57.2888
klis,nucleus,1,CCVC,0.5393,-60.0000,3.3410,0.0050,-56.6590
kliv,cave,1,CCVC,0.5813,-58.4433,3.0167,0.0044,-55.4267
klem,claim,1,CCVC,1.0000,-60.0000,3.5897,0.0052,-56.4103
klek,click,1,CCVC,0.9437,-60.0000,3.4929,0.0056,-56.5071
klan,claw,1,CCVC,0.8879,-59.7861,3.9496,0.0058,-55.8365
klad,cloud,1,CCVC,0.8000,-59.7287,4.3251,0.0059,-55.4036
klap,danish a vowel sound,1,CCVC,0.4380,-60.0000,3.8073,0.0059,-56.1927
klat,cat,1,CCVC,0.7500,-59.7000,4.2623,0.0062,-55.4377
klak,clock,0,CCVC,0.8625,-59.9778,3.3708,0.0060,-56.6070
klok,quick,1,CCVC,0.7729,-60.0000,3.0204,0.0050,-56.9796
kloz,close,1,CCVC,0.9625,-36.0709,3.5157,0.0047,-32.5552
klor,color,1,CCVC,0.8000,-59.9361,2.4248,0.0045,-57.5113
klum,cue,1,CCVC,0.5000,-60.0000,2.9812,0.0047,-57.0188
klun,community,1,CCVC,0.3946,-57.7496,3.4643,0.0050,-54.2853
klub,kill,1,CCVC,0.3542,-58.0625,3.2765,0.0047,-54.7860
klut,cute,1,CCVC,0.7500,-60.0000,3.5183,0.0050,-56.4817
smin,meson,1,CCVC,0.4057,-60.0000,1.2530,0.0025,-58.7470
smek,smack,1,CCVC,0.8875,-60.0000,1.1162,0.0025,-58.8838
smax,smash,1,CCVC,1.0000,-60.0000,1.0980,0.0025,-58.9020
smal,small,1,CCVC,0.8000,-112.0000,1.5346,0.0047,-110.4654
smok,smoke,1,CCVC,1.0000,-60.0000,0.9131,0.0021,-59.0869
smul,smile,1,CCVC,0.8625,-60.0000,0.7812,0.0023,-59.2188
snik,sneak,1,CCVC,1.0000,-60.0000,1.4205,0.0027,-58.5795
snif,sniff,1,CCVC,0.8000,-60.0000,1.2823,0.0022,-58.7177
snap,snap,1,CCVC,1.0000,-60.0000,1.7906,0.0031,-58.2094
snar,snare (drum),1,CCVC,1.0000,-60.0000,1.2112,0.0029,-58.7888
snom,snow,1,CCVC,0.6125,-60.0000,1.5058,0.0025,-58.4942
snor,s sound,1,CCVC,0.4920,-60.0000,1.2418,0.0028,-58.7582
spin,spin,1,CCVC,1.0000,-59.5852,1.2177,0.0030,-58.3675
spit,spit,1,CCVC,1.0000,-60.0000,1.2059,0.0029,-58.7941
spek,respect,1,CCVC,0.5714,-60.0000,1.0312,0.0028,-58.9688
span,spine,1,CCVC,0.8313,-60.0000,1.1775,0.0030,-58.8225
spak,spike,1,CCVC,0.8313,-60.0000,0.9969,0.0030,-59.0031
spas,spice,1,CCVC,0.7137,-60.0000,1.0715,0.0028,-58.9285
spok,spoke (wheel),1,CCVC,1.0000,-60.0000,0.9268,0.0026,-59.0732
stim,steam,1,CCVC,1.0000,-60.0000,1.3309,0.0030,-58.6691
stik,stick (plant),1,CCVC,1.0000,-58.4500,1.1897,0.0030,-57.2603
sten,stain,1,CCVC,1.0000,-60.0000,1.6083,0.0032,-58.3917
stet,status,1,CCVC,0.5917,-60.0000,1.7498,0.0034,-58.2502
stek,mistake,1,CCVC,0.5917,-60.0000,1.3605,0.0032,-58.6395
stev,stay,1,CCVC,0.7500,-59.6857,1.1715,0.0023,-58.5141
stef,safe,1,CCVC,0.6375,-58.9125,1.1546,0.0025,-57.7579
stab,stab,1,CCVC,1.0000,-60.0000,1.3786,0.0029,-58.6214
stat,stat,1,CCVC,1.0000,-60.0000,1.7099,0.0037,-58.2901
staf,stuff,1,CCVC,0.6450,-60.0000,1.1684,0.0027,-58.8316
star,star,1,CCVC,1.0000,-60.0000,1.1529,0.0034,-58.8471
stal,stall,1,CCVC,0.8000,-60.0000,1.1651,0.0034,-58.8349
stom,install,1,CCVC,0.4288,-60.0000,1.3981,0.0030,-58.6019
ston,stone,1,CCVC,1.0000,-59.6139,1.6123,0.0033,-58.0017
stok,stomach,1,CCVC,0.5429,-60.0000,1.2110,0.0030,-58.7890
stoj,storage,1,CCVC,0.6106,-60.0000,1.1953,0.0025,-58.8047
stud,sad,1,CCVC,0.5563,-60.0000,1.5336,0.0030,-58.4664
stup,stupid,1,CCVC,0.6667,-60.0000,1.2857,0.0029,-58.7143
skim,minimum,1,CCVC,0.4102,-60.0000,1.0642,0.0033,-58.9358
skin,skin,1,CCVC,1.0000,-111.7157,2.3548,0.0068,-109.3608
skit,sweet,1,CCVC,0.7667,-59.7000,1.2150,0.0033,-58.4850
skep,scape (scenery),1,CCVC,0.8875,-60.0000,1.1160,0.0032,-58.8840
skap,skip,1,CCVC,0.8313,-60.0000,1.0977,0.0034,-58.9023
skax,squash,1,CCVC,0.8000,-60.0000,0.9734,0.0030,-59.0266
skar,square,0,CCVC,0.8000,-60.0000,0.9847,0.0043,-59.0153
skal,scale,0,CCVC,1.0000,-60.0000,0.9766,0.0042,-59.0234
skoq,cease,1,CCVC,0.3900,-58.1700,0.8979,0.0030,-57.2721
skor,score,0,CCVC,1.0000,-60.0000,1.0290,0.0041,-58.9710
skum,scheme,1,CCVC,0.8063,-60.0000,1.1058,0.0034,-58.8942
skun,skew,1,CCVC,0.6942,-60.0000,1.3128,0.0038,-58.6872
skup,scoop,1,CCVC,1.0000,-60.0000,1.0309,0.0032,-58.9691
skut,difficult,1,CCVC,0.4296,-59.1444,1.1458,0.0033,-57.9986
skuz,excuse,1,CCVC,0.6417,-60.0000,1.0367,0.0028,-58.9633
skur,scare,1,CCVC,0.8063,-60.0000,1.0100,0.0042,-58.9900
skul,school,1,CCVC,1.0000,-60.0000,0.9973,0.0042,-59.0027
slim,submit,1,CCVC,0.5147,-60.0000,3.0116,0.0039,-56.9884
slid,swing,1,CCVC,0.8717,-59.6857,3.8571,0.0043,-55.8285
slip,sleep,1,CCVC,1.0000,-58.5074,3.2987,0.0042,-55.2087
slix,wish,1,CCVC,0.7167,-60.0000,2.7008,0.0037,-57.2992
sliC,therefore,1,CCVC,0.4988,-60.0000,2.9053,0.0036,-57.0947
slet,slight,1,CCVC,0.9437,-60.0000,4.1598,0.0047,-55.8402
slag,slug (animal),1,CCVC,0.8063,-59.7287,2.8736,0.0041,-56.8551
slad,slide,1,CCVC,0.8313,-59.6857,3.9555,0.0045,-55.7302
slap,slop,1,CCVC,0.8625,-60.0000,3.3947,0.0044,-56.6053
slat,10^9,1,CCVC,0.0000,-60.0000,3.9340,0.0049,-56.0660
slas,faint (light),1,CCVC,0.3992,-58.1975,3.2954,0.0044,-54.9021
slax,slash,1,CCVC,1.0000,-60.0000,2.9874,0.0042,-57.0126
slom,slow,1,CCVC,0.6125,-60.0000,2.8886,0.0036,-57.1114
slog,slug,1,CCVC,0.9437,-60.0000,2.6897,0.0036,-57.3103
slop,slope,1,CCVC,1.0000,-60.0000,3.1040,0.0038,-56.8960
slok,weak,1,CCVC,0.5229,-60.0000,2.7685,0.0040,-57.2315
slun,soon,1,CCVC,0.7500,-112.0000,6.1317,0.0076,-105.8683
slup,swoop,1,CCVC,0.9667,-60.0000,2.8271,0.0037,-57.1729
slur,my,1,CCVC,0.3546,-60.0000,2.0427,0.0036,-57.9573
vriC,wood,1,CCVC,0.4950,-58.2676,2.5575,0.0037,-55.7101
vret,settle,1,CCVC,0.3433,-55.3667,3.4919,0.0046,-51.8748
vram,insight,1,CCVC,0.3987,-60.0000,2.5053,0.0038,-57.4947
vraj,average,1,CCVC,0.5994,-60.0000,2.5521,0.0038,-57.4479
vrun,ocean,1,CCVC,0.5075,-60.0000,2.6339,0.0038,-57.3661
vrug,10^18,1,CCVC,0.0000,-60.0000,2.0087,0.0034,-57.9913
frin,funny,1,CCVC,0.4473,-60.0000,3.3245,0.0045,-56.6755
frik,freak,1,CCVC,1.0000,-60.0000,2.7847,0.0046,-57.2153
fris,hiss,1,CCVC,0.4000,-60.0000,3.0018,0.0043,-56.9982
friz,freeze,1,CCVC,1.0000,-59.5278,3.1328,0.0041,-56.3950
frix,fish,1,CCVC,0.7500,-60.0000,2.7088,0.0041,-57.2912
fren,danish e vowel sound,1,CCVC,0.5070,-60.0000,3.6263,0.0046,-56.3737
fred,vowel large E sound,1,CCVC,0.4800,-60.0000,4.0066,0.0048,-55.9934
fret,frame,0,CCVC,0.7717,-60.0000,3.9737,0.0050,-56.0263
frez,phrase,1,CCVC,0.8500,-60.0000,3.4737,0.0043,-56.5263
fras,sail,1,CCVC,0.4992,-60.0000,3.2117,0.0047,-56.7883
frax,fresh,1,CCVC,0.8875,-60.0000,2.8625,0.0044,-57.1375
froC,fear,1,CCVC,0.4721,-58.4162,2.7844,0.0038,-55.6318
flid,field (math),1,CCVC,0.5000,-60.0000,3.7122,0.0047,-56.2878
flip,flip,1,CCVC,1.0000,-60.0000,3.1497,0.0044,-56.8503
flem,flame,1,CCVC,0.8875,-59.7000,3.1208,0.0042,-56.5792
flet,fight,1,CCVC,0.6937,-60.0000,4.0038,0.0051,-55.9962
flek,mirror,1,CCVC,0.3642,-60.0000,3.0907,0.0047,-56.9093
fleC,appear,1,CCVC,0.4870,-60.0000,3.1889,0.0042,-56.8111
flap,hop,1,CCVC,0.5125,-60.0000,3.1925,0.0047,-56.8075
flat,flat,1,CCVC,1.0000,-60.0000,3.7179,0.0052,-56.2821
flax,flesh,1,CCVC,0.8875,-59.6283,2.8671,0.0044,-56.7612
flom,f sound,1,CCVC,0.5017,-60.0000,2.7798,0.0038,-57.2202
flob,lob,1,CCVC,0.7500,-60.0000,3.0648,0.0039,-56.9352
flot,float,1,CCVC,1.0000,-60.0000,3.5033,0.0045,-56.4967
flok,glow,1,CCVC,0.4242,-58.2725,2.6515,0.0042,-55.6210
flor,flower,1,CCVC,0.6292,-59.8452,2.2369,0.0039,-57.6084
flum,fly (action),1,CCVC,0.6046,-59.4946,2.6074,0.0038,-56.8872
flun,few,1,CCVC,0.4442,-60.0000,2.9669,0.0041,-57.0331
flud,fluid,1,CCVC,0.8000,-60.0000,3.3026,0.0043,-56.6974
fluz,complex,1,CCVC,0.3506,-59.0259,2.7870,0.0037,-56.2389
flux,flush,1,CCVC,1.0000,-60.0000,2.3244,0.0036,-57.6756
miqk,who,1,CVCC,0.2275,-60.0000,0.8853,0.0023,-59.1147
miks,mix,1,CVCC,1.0000,-59.8148,0.6895,0.0013,-59.1253
ment,mate,1,CVCC,0.6375,-60.0000,1.8900,0.0022,-58.1100
maqk,monkey,1,CVCC,0.5417,-60.0000,1.3910,0.0036,-58.6090
magz,moss,1,CVCC,0.6700,-60.0000,0.8894,0.0016,-59.1106
madj,image,1,CVCC,0.4500,-60.0000,1.5719,0.0023,-58.4281
matx,symmetry,1,CVCC,0.3829,-60.0000,1.5625,0.0025,-58.4375
maks,maximum,1,CVCC,0.5000,-60.0000,0.9453,0.0019,-59.0547
mast,member,1,CVCC,0.4447,-60.0000,2.2491,0.0036,-57.7509
mask,mask,0,CVCC,1.0000,-60.0000,1.7039,0.0037,-58.2961
marg,old,1,CVCC,0.5625,-112.0000,4.7360,0.0092,-107.2640
mars,mass,1,CVCC,0.8950,-60.0000,2.5886,0.0041,-57.4114
malt,metal,1,CVCC,0.4700,-57.9537,3.5119,0.0048,-54.4418
most,most (-est) (large-collection-partition-focus),1,CVCC,1.0000,-59.9066,1.8371,0.0027,-58.0695
mord,manifold,1,CVCC,0.5000,-60.0000,2.9086,0.0037,-57.0914
morp,10^36,1,CVCC,0.0000,-60.0000,2.5774,0.0034,-57.4226
morv,maybe,1,CVCC,0.5450,-60.0000,1.9252,0.0029,-58.0748
morf,morph,1,CVCC,1.0000,-60.0000,1.8728,0.0030,-58.1272
mold,mold (shape),1,CVCC,1.0000,-60.0000,2.9178,0.0037,-57.0822
molt,vowel large O sound,1,CVCC,0.6629,-60.0000,3.0646,0.0037,-56.9354
molz,mow (grass),1,CVCC,0.3625,-60.0000,2.1852,0.0030,-57.8148
mutx,much (large-lot-focus),1,CVCC,1.0000,-60.0000,1.1358,0.0018,-58.8642
namp,magnet,1,CVCC,0.6000,-60.0000,1.5359,0.0027,-58.4641
nand,nand,1,CVCC,1.0000,-60.0000,2.4810,0.0032,-57.5190
nadj,knowledge,1,CVCC,0.5714,-59.0832,1.5329,0.0021,-57.5503
natx,n sound,1,CVCC,0.5437,-60.0000,1.5630,0.0024,-58.4370
narb,neighbor,1,CVCC,0.4317,-60.0000,2.8913,0.0043,-57.1087
nart,neutron,1,CVCC,0.4600,-60.0000,3.7094,0.0048,-56.2906
nark,any,1,CVCC,0.5046,-60.0000,2.8118,0.0049,-57.1882
narv,river,1,CVCC,0.4407,-60.0000,2.2374,0.0038,-57.7626
nalz,analyse,1,CVCC,0.6417,-58.9250,2.5348,0.0038,-56.3902
nord,order,0,CVCC,0.4000,-60.0000,2.9697,0.0037,-57.0303
nork,nor,1,CVCC,0.7500,-60.0000,2.3865,0.0036,-57.6135
nors,having some aspects of (-ish),1,CVCC,0.5217,-60.0000,2.2183,0.0030,-57.7817
nuqk,bear (animal),1,CVCC,0.4054,-58.7281,0.7834,0.0019,-57.9447
nust,embed,1,CVCC,0.3433,-58.4069,1.4670,0.0022,-56.9398
nurv,nerve,1,CVCC,0.8063,-60.0000,1.4355,0.0023,-58.5645
nurf,vowel large U sound,1,CVCC,0.5392,-60.0000,1.3822,0.0023,-58.6178
gest,guest,1,CVCC,0.8000,-60.0000,1.1621,0.0021,-58.8379
gant,-gon (polygon),1,CVCC,0.6125,-60.0000,2.1923,0.0031,-57.8077
gatx,german i vowel sound,1,CVCC,0.5127,-60.0000,1.1492,0.0021,-58.8508
gard,g sound,1,CVCC,0.6130,-60.0000,2.7824,0.0044,-57.2176
garz,again (re-),1,CVCC,0.3088,-60.0000,2.0614,0.0036,-57.9386
galt,guilt,1,CVCC,0.6650,-58.9950,2.9519,0.0046,-56.0431
gost,ghost,1,CVCC,0.7500,-60.0000,1.4414,0.0025,-58.5586
gump,new,1,CVCC,0.3825,-112.0000,1.0367,0.0020,-110.9633
diqk,deny,1,CVCC,0.7271,-59.7391,0.9608,0.0022,-58.7784
disk,discover,1,CVCC,0.5000,-58.2130,1.0823,0.0022,-57.1308
dedj,appendage,1,CVCC,0.4142,-60.0000,1.2272,0.0015,-58.7728
dask,desk,1,CVCC,0.8875,-60.0000,1.9266,0.0038,-58.0734
darb,follow,1,CVCC,0.3856,-60.0000,3.1272,0.0043,-56.8728
dart,east,1,CVCC,0.4762,-60.0000,4.0190,0.0049,-55.9810
dalt,dependent,1,CVCC,0.3594,-60.0000,3.9844,0.0048,-56.0156
domp,dump,1,CVCC,0.9437,-60.0000,1.2757,0.0018,-58.7243
dort,dirt,1,CVCC,0.8063,-59.6656,3.4744,0.0038,-56.1912
dors,desert,1,CVCC,0.5300,-58.5226,2.4834,0.0031,-56.0392
dolt,doubt,1,CVCC,0.6383,-59.3938,3.4780,0.0038,-55.9158
